day,os,version,downloads
2017-01-04,src,3.3.0,6
2017-01-05,src,2.4.1,1
2017-01-05,osx,3.2.2,1
2017-01-05,src,2.7.1,1
2017-01-05,src,3.2.3,5
2017-01-05,osx,3.3.1,6
2017-01-05,osx,3.3.2,360
2017-01-05,osx,3.3.0,1
2017-01-05,osx,3.1.0,2
2017-01-05,src,3.0.3,2
2017-01-05,src,3.3.0,2
2017-01-05,src,3.3.1,7
2017-01-05,win,3.3.2,1358
2017-01-05,osx,latest,52
2017-01-05,win,3.0.2,2
2017-01-05,src,3.2.0,1
2017-01-05,win,3.3.2patched,1
2017-01-05,src,3.2.1,1
2017-01-05,src,3.2.2,3
2017-01-05,src,3.3.2,69
2017-01-05,src,2.7.2,1
2017-01-05,src,3.1.2,1
2017-01-05,osx,2.15.3,1
2017-01-05,src,3.1.1,5
2017-01-05,src,3.0.1,1
2017-01-05,osx,3.2.1,18
2017-01-06,osx,3.2.1,12
2017-01-06,osx,3.0.3,1
2017-01-06,NA,latest,6
2017-01-06,win,3.3.2,1248
2017-01-06,src,3.2.0,1
2017-01-06,src,3.0.2,1
2017-01-06,src,3.3.2,80
2017-01-06,src,3.3.1,4
2017-01-06,osx,latest,50
2017-01-06,src,3.2.3,2
2017-01-06,win,3.3.2patched,2
2017-01-06,osx,3.3.2,306
2017-01-06,src,3.2.4,1
2017-01-06,osx,3.1.3,1
2017-01-06,src,2.15.3,1
2017-01-06,src,3.1.2,3
2017-01-06,osx,3.3.0,1
2017-01-06,src,3.0.3,1
2017-01-06,src,3.1.1,5
2017-01-06,src,2.2.0,1
2017-01-06,osx,3.3.1,1
2017-01-06,win,3.2.5,2
2017-01-06,src,3.2.2,4
2017-01-06,src,latest,1
2017-01-06,src,3.0.0,1
2017-01-07,NA,latest,1
2017-01-07,osx,3.3.2,213
2017-01-07,osx,3.2.2,1
2017-01-07,src,3.2.3,3
2017-01-07,src,3.1.3,2
2017-01-07,win,3.3.2patched,2
2017-01-07,win,3.2.2,1
2017-01-07,src,3.3.0,3
2017-01-07,src,3.0.2,2
2017-01-07,src,3.2.2,10
2017-01-07,src,3.2.4,4
2017-01-07,src,3.1.1,3
2017-01-07,src,3.1.0,2
2017-01-07,src,2.12.2,1
2017-01-07,src,3.2.0,2
2017-01-07,src,3.0.3,4
2017-01-07,src,3.1.2,6
2017-01-07,src,3.3.1,6
2017-01-07,src,3.2.5,3
2017-01-07,osx,3.2.1,11
2017-01-07,src,3.2.1,2
2017-01-07,src,3.0.1,2
2017-01-07,src,3.3.2,58
2017-01-07,src,2.15.3,2
2017-01-07,osx,latest,45
2017-01-07,win,3.3.2,786
2017-01-07,osx,2.14.2,1
2017-01-08,osx,latest,24
2017-01-08,osx,3.0.0,2
2017-01-08,win,3.3.2,916
2017-01-08,osx,2.14.1,1
2017-01-08,osx,2.14.0,1
2017-01-08,src,3.3.1,2
2017-01-08,src,2.12.1,1
2017-01-08,src,3.2.1,2
2017-01-08,osx,3.0.1,1
2017-01-08,src,3.2.4,2
2017-01-08,osx,3.0.3,2
2017-01-08,src,3.3.2,63
2017-01-08,src,3.1.1,2
2017-01-08,osx,2.15.3,3
2017-01-08,src,3.3.0,1
2017-01-08,win,2.15.3,1
2017-01-08,src,3.2.3,1
2017-01-08,osx,2.15.1,1
2017-01-08,osx,3.1.3,1
2017-01-08,osx,2.10.1,1
2017-01-08,src,3.0.2,1
2017-01-08,src,3.0.3,2
2017-01-08,osx,2.15.2,1
2017-01-08,osx,3.3.1,3
2017-01-08,osx,2.13.0,2
2017-01-08,src,2.3.0,1
2017-01-08,src,3.1.2,4
2017-01-08,src,3.1.0,2
2017-01-08,src,3.2.2,3
2017-01-08,osx,3.3.2,248
2017-01-08,src,3.2.5,2
2017-01-08,src,3.2.0,1
2017-01-08,osx,3.2.0,1
2017-01-08,osx,2.15.0,1
2017-01-08,osx,3.0.2,1
2017-01-08,src,3.1.3,1
2017-01-08,src,3.0.1,1
2017-01-08,src,2.9.2,1
2017-01-08,osx,2.13.2,1
2017-01-08,osx,2.11.1,1
2017-01-08,osx,2.12.2,1
2017-01-08,osx,2.14.2,1
2017-01-08,src,3.0.0,1
2017-01-08,osx,3.2.1,12
2017-01-09,src,3.3.2,84
2017-01-09,win,3.3.2patched,3
2017-01-09,win,3.3.2,1537
2017-01-09,src,2.15.3,2
2017-01-09,src,2.14.0,1
2017-01-09,src,3.2.5,1
2017-01-09,src,3.2.2,6
2017-01-09,src,3.3.1,4
2017-01-09,src,3.1.1,1
2017-01-09,src,3.1.2,1
2017-01-09,osx,3.1.0,1
2017-01-09,osx,3.2.1,35
2017-01-09,osx,3.3.1,1
2017-01-09,win,3.3.1,1
2017-01-09,src,3.2.1,3
2017-01-09,win,devel,1
2017-01-09,src,3.2.4,5
2017-01-09,osx,3.3.2,572
2017-01-09,osx,3.1.3,1
2017-01-09,src,latest,2
2017-01-09,osx,3.2.4,1
2017-01-09,osx,3.3.0,2
2017-01-09,osx,latest,50
2017-01-09,src,3.0.3,2
2017-01-10,osx,3.0.3,1
2017-01-10,src,2.11.1,1
2017-01-10,src,3.2.1,1
2017-01-10,win,3.3.2,1882
2017-01-10,osx,2.10.1,1
2017-01-10,win,3.2.4revised,1
2017-01-10,src,2.15.1,1
2017-01-10,osx,3.3.2,614
2017-01-10,win,3.1.0,1
2017-01-10,src,3.3.0,5
2017-01-10,osx,3.3.1,4
2017-01-10,osx,latest,34
2017-01-10,src,3.0.3,2
2017-01-10,src,3.2.2,7
2017-01-10,osx,3.2.4,1
2017-01-10,win,devel,3
2017-01-10,src,2.15.0,1
2017-01-10,src,3.3.1,1
2017-01-10,osx,3.2.1,29
2017-01-10,win,3.2.5,1
2017-01-10,src,2.15.3,1
2017-01-10,src,3.0.1,1
2017-01-10,win,3.0.0,1
2017-01-10,win,3.3.2patched,6
2017-01-10,src,latest,1
2017-01-10,src,3.1.2,1
2017-01-10,osx,2.10.0,1
2017-01-10,src,3.2.3,2
2017-01-10,src,3.3.2,109
2017-01-10,src,3.1.3,1
2017-01-10,osx,3.0.0,1
2017-01-10,win,3.3.1,1
2017-01-10,src,3.1.1,3
2017-01-11,osx,latest,34
2017-01-11,src,3.2.1,4
2017-01-11,src,3.2.3,2
2017-01-11,src,3.3.0,2
2017-01-11,win,3.3.2patched,1
2017-01-11,src,2.15.0,1
2017-01-11,NA,latest,3
2017-01-11,osx,3.2.3,1
2017-01-11,win,devel,1
2017-01-11,win,2.7.0,1
2017-01-11,osx,3.2.1,49
2017-01-11,src,3.2.4,2
2017-01-11,src,3.2.2,6
2017-01-11,src,3.3.2,122
2017-01-11,src,3.1.0,1
2017-01-11,src,3.0.0,1
2017-01-11,src,3.1.1,4
2017-01-11,src,3.3.1,2
2017-01-11,win,3.3.2,1923
2017-01-11,osx,3.3.1,5
2017-01-11,osx,3.3.2,773
2017-01-11,osx,3.2.2,1
2017-01-11,win,3.1.0,1
2017-01-11,win,3.3.0,1
2017-01-11,win,3.2.5,1
2017-01-13,src,3.3.0,1
2017-01-13,osx,2.13.0,1
2017-01-13,src,latest,2
2017-01-13,src,3.1.0,1
2017-01-13,src,3.2.2,11
2017-01-13,osx,2.11.1,1
2017-01-13,src,3.1.2,3
2017-01-13,src,3.3.2,101
2017-01-13,win,3.3.1,3
2017-01-13,win,3.2.5,1
2017-01-13,osx,3.0.3,1
2017-01-13,win,devel,1
2017-01-13,osx,2.15.1,1
2017-01-13,osx,3.1.3,2
2017-01-13,osx,3.2.1,44
2017-01-13,src,3.1.1,8
2017-01-13,win,3.2.1,1
2017-01-13,osx,3.3.1,3
2017-01-13,osx,3.3.2,554
2017-01-13,src,3.2.3,2
2017-01-13,src,3.2.4,2
2017-01-13,NA,latest,8
2017-01-13,win,3.3.2,1473
2017-01-13,win,3.3.0,1
2017-01-13,osx,latest,18
2017-01-13,src,2.3.1,2
2017-01-13,osx,3.0.2,1
2017-01-13,osx,3.3.0,1
2017-01-13,win,3.3.2patched,2
2017-01-13,src,3.2.5,1
2017-01-13,osx,2.14.0,1
2017-01-13,src,3.3.1,1
2017-01-13,win,2.11.1,1
2017-01-13,src,3.0.3,1
2017-01-14,osx,2.12.0,1
2017-01-14,osx,3.2.4,1
2017-01-14,NA,latest,5
2017-01-14,src,3.3.2,67
2017-01-14,src,3.2.4,2
2017-01-14,src,3.1.3,2
2017-01-14,src,3.2.5,2
2017-01-14,osx,3.2.1,12
2017-01-14,osx,3.3.1,1
2017-01-14,src,3.2.2,1
2017-01-14,src,2.6.0,1
2017-01-14,osx,latest,18
2017-01-14,win,3.2.4revised,2
2017-01-14,win,3.3.1,1
2017-01-14,osx,3.3.2,230
2017-01-14,win,3.3.2,847
2017-01-14,osx,3.2.2,1
2017-01-15,osx,3.3.1,1
2017-01-15,src,3.3.0,1
2017-01-15,src,2.11.1,1
2017-01-15,win,3.3.1,1
2017-01-15,win,3.0.0,1
2017-01-15,src,3.3.1,3
2017-01-15,win,3.3.2,1066
2017-01-15,osx,3.2.1,19
2017-01-15,win,3.1.2,3
2017-01-15,src,2.1.1,1
2017-01-15,src,3.2.5,1
2017-01-15,src,2.8.0,1
2017-01-15,osx,latest,30
2017-01-15,src,3.0.3,2
2017-01-15,osx,3.3.2,276
2017-01-15,win,3.2.5,2
2017-01-15,src,3.1.1,1
2017-01-15,src,3.3.2,54
2017-01-15,src,3.2.2,2
2017-01-15,osx,2.11.0,1
2017-01-15,win,3.2.0,1
2017-01-16,win,3.2.5,1
2017-01-16,src,3.0.2,1
2017-01-16,src,3.2.5,1
2017-01-16,osx,latest,15
2017-01-16,osx,3.3.2,455
2017-01-16,src,3.3.1,2
2017-01-16,win,3.3.2,1594
2017-01-16,osx,2.10.0,1
2017-01-16,src,3.3.2,84
2017-01-16,src,3.1.1,4
2017-01-16,src,3.2.3,2
2017-01-16,src,3.2.0,2
2017-01-16,src,2.13.0,1
2017-01-16,win,3.3.1,1
2017-01-16,src,3.2.2,7
2017-01-16,osx,3.2.1,18
2017-01-16,src,3.1.2,1
2017-01-16,win,3.2.2,1
2017-01-16,src,3.0.1,1
2017-01-16,src,3.1.0,1
2017-01-16,src,3.0.3,3
2017-01-16,win,3.3.2patched,2
2017-01-17,osx,3.3.1,2
2017-01-17,osx,2.13.1,2
2017-01-17,src,3.1.2,1
2017-01-17,src,3.0.3,3
2017-01-17,osx,3.2.3,1
2017-01-17,osx,3.3.2,666
2017-01-17,osx,3.1.2,1
2017-01-17,win,3.3.2,1860
2017-01-17,src,3.2.3,2
2017-01-17,win,3.1.2,1
2017-01-17,win,3.2.4revised,1
2017-01-17,osx,2.13.2,1
2017-01-17,src,3.2.0,1
2017-01-17,win,2.11.1,1
2017-01-17,src,3.1.3,1
2017-01-17,win,3.1.3,1
2017-01-17,src,2.7.0,1
2017-01-17,osx,latest,37
2017-01-17,src,3.2.5,1
2017-01-17,osx,3.2.1,52
2017-01-17,src,3.3.2,94
2017-01-17,src,3.1.1,4
2017-01-17,src,3.2.1,1
2017-01-17,src,3.3.1,4
2017-01-17,src,3.2.2,8
2017-01-18,src,3.2.1,1
2017-01-18,win,2.11.0,1
2017-01-18,src,3.3.1,4
2017-01-18,win,3.3.2,2047
2017-01-18,osx,3.2.1,53
2017-01-18,osx,2.15.3,1
2017-01-18,src,3.1.2,8
2017-01-18,src,3.2.5,1
2017-01-18,win,2.11.1,1
2017-01-18,osx,2.14.2,1
2017-01-18,src,2.11.0,1
2017-01-18,src,3.3.2,119
2017-01-18,win,3.3.1,1
2017-01-18,osx,3.3.1,5
2017-01-18,osx,3.3.0,1
2017-01-18,osx,2.12.0,1
2017-01-18,src,3.2.2,7
2017-01-18,win,3.1.0,1
2017-01-18,src,3.1.1,4
2017-01-18,osx,3.0.2,1
2017-01-18,osx,latest,32
2017-01-18,NA,latest,4
2017-01-18,NA,3.3.2,1
2017-01-18,osx,3.1.3,1
2017-01-18,osx,3.3.2,705
2017-01-18,src,3.1.3,2
2017-01-18,src,2.15.3,1
2017-01-18,osx,2.11.1,1
2017-01-18,src,3.0.1,2
2017-01-18,src,3.3.0,1
2017-01-19,src,3.3.2,87
2017-01-19,osx,3.2.0,2
2017-01-19,osx,latest,27
2017-01-19,src,2.15.3,2
2017-01-19,osx,3.0.3,2
2017-01-19,src,3.2.3,1
2017-01-19,osx,3.1.3,1
2017-01-19,osx,3.2.1,58
2017-01-19,src,3.1.0,1
2017-01-19,src,3.3.1,7
2017-01-19,src,3.2.2,9
2017-01-19,src,2.1.0,1
2017-01-19,src,2.11.0,1
2017-01-19,src,3.2.5,3
2017-01-19,osx,3.0.1,1
2017-01-19,NA,latest,1
2017-01-19,win,3.3.1,1
2017-01-19,src,3.1.2,1
2017-01-19,osx,3.3.2,945
2017-01-19,win,3.2.1,1
2017-01-19,osx,2.11.1,1
2017-01-19,osx,3.3.1,5
2017-01-19,osx,3.1.1,1
2017-01-19,win,devel,1
2017-01-19,src,3.1.1,4
2017-01-19,osx,3.3.0,2
2017-01-19,osx,3.1.0,1
2017-01-19,win,3.3.2,2061
2017-01-19,win,3.2.5,1
2017-01-19,osx,3.2.4,1
2017-01-19,src,3.3.0,1
2017-01-20,src,3.0.2,1
2017-01-20,osx,2.12.2,1
2017-01-20,osx,3.1.3,1
2017-01-20,win,3.3.2patched,3
2017-01-20,src,2.7.1,1
2017-01-20,osx,3.0.3,1
2017-01-20,src,3.3.1,2
2017-01-20,osx,2.15.0,1
2017-01-20,osx,2.11.1,1
2017-01-20,src,3.2.1,1
2017-01-20,NA,latest,4
2017-01-20,src,latest,2
2017-01-20,osx,3.3.0,1
2017-01-20,osx,3.3.2,571
2017-01-20,src,3.3.2,74
2017-01-20,src,3.2.3,5
2017-01-20,src,3.2.2,11
2017-01-20,osx,latest,29
2017-01-20,src,3.0.3,1
2017-01-20,osx,3.2.2,1
2017-01-20,src,3.1.1,3
2017-01-20,src,3.1.2,3
2017-01-20,src,3.3.0,1
2017-01-20,win,3.3.2,1587
2017-01-20,osx,3.3.1,3
2017-01-20,osx,2.15.1,1
2017-01-20,osx,3.2.1,44
2017-01-20,src,2.15.1,2
2017-01-21,osx,3.1.2,1
2017-01-21,src,2.13.2,1
2017-01-21,osx,2.11.1,2
2017-01-21,src,2.15.1,1
2017-01-21,src,3.2.5,1
2017-01-21,osx,latest,20
2017-01-21,win,3.1.1,1
2017-01-21,osx,3.1.0,1
2017-01-21,src,3.2.3,1
2017-01-21,src,2.5.0,1
2017-01-21,src,3.2.0,4
2017-01-21,src,2.15.2,2
2017-01-21,src,2.0.0,2
2017-01-21,src,3.1.3,1
2017-01-21,win,2.15.3,1
2017-01-21,osx,3.3.2,325
2017-01-21,osx,3.2.1,11
2017-01-21,win,2.5.1,1
2017-01-21,win,3.3.2,887
2017-01-21,src,3.1.1,2
2017-01-21,src,3.1.2,1
2017-01-21,src,3.2.1,1
2017-01-21,osx,2.11.0,1
2017-01-21,src,2.15.3,2
2017-01-21,osx,3.3.1,1
2017-01-21,src,2.0.1,1
2017-01-21,src,3.3.2,63
2017-01-21,src,3.2.2,1
2017-01-22,osx,3.3.1,1
2017-01-22,osx,latest,10
2017-01-22,src,3.3.0,3
2017-01-22,osx,3.2.1,12
2017-01-22,osx,2.11.0,2
2017-01-22,src,2.1.1,1
2017-01-22,win,3.3.1,1
2017-01-22,osx,3.1.3,1
2017-01-22,osx,3.2.0,2
2017-01-22,src,3.2.1,1
2017-01-22,win,3.3.0,1
2017-01-22,osx,3.1.0,2
2017-01-22,osx,3.0.3,1
2017-01-22,osx,3.2.4,1
2017-01-22,src,3.2.2,4
2017-01-22,src,2.8.1,1
2017-01-22,win,3.3.2,1004
2017-01-22,src,2.6.2,1
2017-01-22,src,3.1.1,1
2017-01-22,osx,3.0.0,1
2017-01-22,src,3.2.3,2
2017-01-22,src,3.3.2,59
2017-01-22,osx,3.3.2,316
2017-01-23,osx,3.0.0,1
2017-01-23,src,3.2.1,2
2017-01-23,src,3.3.2,101
2017-01-23,win,3.2.0,1
2017-01-23,osx,3.1.1,1
2017-01-23,NA,latest,2
2017-01-23,src,3.1.1,9
2017-01-23,osx,2.11.1,1
2017-01-23,osx,3.2.1,45
2017-01-23,src,3.3.1,4
2017-01-23,src,3.3.0,2
2017-01-23,src,3.2.4,2
2017-01-23,src,3.2.3,15
2017-01-23,win,3.3.1,1
2017-01-23,osx,3.0.3,1
2017-01-23,osx,3.2.2,1
2017-01-23,osx,3.3.2,691
2017-01-23,win,3.2.5,1
2017-01-23,win,3.3.2,1868
2017-01-23,win,2.11.1,2
2017-01-23,osx,latest,19
2017-01-23,src,3.2.5,2
2017-01-23,win,3.2.2,1
2017-01-23,src,3.2.2,4
2017-01-23,win,3.2.4revised,1
2017-01-23,osx,3.3.1,2
2017-01-24,osx,3.1.3,1
2017-01-24,src,3.2.4,1
2017-01-24,src,2.11.1,1
2017-01-24,src,3.2.5,2
2017-01-24,src,2.10.1,1
2017-01-24,osx,3.2.0,1
2017-01-24,osx,3.3.2,688
2017-01-24,src,3.1.3,1
2017-01-24,osx,3.0.3,1
2017-01-24,win,3.3.1,1
2017-01-24,src,3.2.2,8
2017-01-24,win,3.1.3,2
2017-01-24,src,3.3.1,2
2017-01-24,src,3.1.1,4
2017-01-24,win,3.1.0,1
2017-01-24,src,3.2.0,1
2017-01-24,osx,3.2.4,2
2017-01-24,win,3.3.2patched,2
2017-01-24,osx,2.11.1,3
2017-01-24,osx,2.11.0,1
2017-01-24,src,3.3.2,97
2017-01-24,osx,2.12.0,1
2017-01-24,src,3.3.0,5
2017-01-24,osx,3.3.1,5
2017-01-24,osx,latest,33
2017-01-24,win,3.3.2,1943
2017-01-24,win,2.15.2,1
2017-01-24,osx,3.2.1,43
2017-01-24,osx,3.1.1,1
2017-01-24,win,3.2.3,1
2017-01-24,src,3.2.1,3
2017-01-24,src,3.2.3,11
2017-01-25,win,3.3.1,1
2017-01-25,NA,latest,6
2017-01-25,win,3.3.0,1
2017-01-25,osx,3.3.1,8
2017-01-25,win,3.2.2,1
2017-01-25,src,3.1.2,1
2017-01-25,osx,3.2.2,2
2017-01-25,src,3.1.3,1
2017-01-25,osx,3.2.1,63
2017-01-25,src,3.0.0,1
2017-01-25,win,3.0.1,1
2017-01-25,src,2.15.3,1
2017-01-25,src,3.3.1,2
2017-01-25,src,3.2.2,3
2017-01-25,src,3.2.0,1
2017-01-25,src,3.3.0,1
2017-01-25,osx,3.3.0,1
2017-01-25,osx,latest,30
2017-01-25,src,3.0.3,1
2017-01-25,osx,2.11.1,2
2017-01-25,osx,3.3.2,843
2017-01-25,osx,3.1.0,1
2017-01-25,src,3.3.2,121
2017-01-25,win,3.1.0,1
2017-01-25,src,3.2.3,2
2017-01-25,win,3.3.2,2241
2017-01-25,osx,3.2.4,3
2017-01-25,osx,3.1.1,1
2017-01-26,src,3.2.1,3
2017-01-26,src,3.3.0,2
2017-01-26,src,3.1.1,2
2017-01-26,src,3.1.3,1
2017-01-26,win,3.1.1,1
2017-01-26,src,3.2.3,5
2017-01-26,win,3.3.0,1
2017-01-26,win,3.2.3,1
2017-01-26,src,3.0.3,1
2017-01-26,osx,latest,25
2017-01-26,src,3.3.2,117
2017-01-26,win,3.3.2,1936
2017-01-26,osx,3.3.1,10
2017-01-26,src,latest,1
2017-01-26,src,2.11.1,1
2017-01-26,src,3.1.2,1
2017-01-26,NA,latest,7
2017-01-26,src,2.5.1,1
2017-01-26,osx,3.3.2,700
2017-01-26,osx,2.10.0,1
2017-01-26,win,3.3.1,1
2017-01-26,win,3.2.1,2
2017-01-26,osx,3.2.1,38
2017-01-26,osx,2.12.2,1
2017-01-26,src,3.2.2,3
2017-01-26,src,3.2.5,3
2017-01-27,NA,latest,10
2017-01-27,src,2.10.1,1
2017-01-27,src,3.2.2,5
2017-01-27,src,3.1.3,1
2017-01-27,src,3.2.0,1
2017-01-27,src,3.0.2,1
2017-01-27,win,3.3.2,1556
2017-01-27,osx,3.3.0,2
2017-01-27,src,3.1.1,4
2017-01-27,win,2.12.0,1
2017-01-27,osx,3.3.1,1
2017-01-27,osx,3.3.2,545
2017-01-27,src,3.1.2,1
2017-01-27,src,3.3.2,77
2017-01-27,src,3.3.1,1
2017-01-27,osx,3.2.1,25
2017-01-27,osx,3.0.3,1
2017-01-27,src,3.2.3,5
2017-01-27,osx,latest,22
2017-01-27,src,3.3.0,1
2017-01-27,osx,2.13.1,1
2017-01-27,src,3.2.1,1
2017-01-28,osx,2.12.1,1
2017-01-28,osx,2.15.0,1
2017-01-28,osx,3.1.2,2
2017-01-28,win,3.3.2,934
2017-01-28,src,2.4.1,1
2017-01-28,src,3.1.0,1
2017-01-28,osx,3.2.2,1
2017-01-28,osx,2.10.0,1
2017-01-28,osx,2.14.1,1
2017-01-28,osx,3.3.1,2
2017-01-28,osx,2.14.2,2
2017-01-28,src,3.2.5,1
2017-01-28,osx,3.3.0,1
2017-01-28,osx,2.15.1,2
2017-01-28,src,3.2.2,3
2017-01-28,win,3.2.5,1
2017-01-28,osx,2.15.3,1
2017-01-28,osx,3.2.3,1
2017-01-28,src,2.6.1,1
2017-01-28,osx,3.0.0,1
2017-01-28,osx,2.13.0,1
2017-01-28,osx,2.14.0,1
2017-01-28,osx,2.13.2,1
2017-01-28,src,3.2.3,1
2017-01-28,osx,3.2.0,1
2017-01-28,osx,2.15.2,1
2017-01-28,src,3.2.4,1
2017-01-28,osx,2.11.1,1
2017-01-28,win,3.3.2patched,2
2017-01-28,osx,3.2.1,23
2017-01-28,osx,latest,18
2017-01-28,osx,3.0.3,1
2017-01-28,osx,3.2.4,2
2017-01-28,osx,3.0.2,1
2017-01-28,src,3.2.1,1
2017-01-28,osx,2.12.2,1
2017-01-28,osx,2.11.0,2
2017-01-28,src,2.7.0,1
2017-01-28,osx,2.13.1,1
2017-01-28,osx,3.1.3,3
2017-01-28,osx,2.12.0,1
2017-01-28,osx,3.1.1,5
2017-01-28,osx,3.3.2,301
2017-01-28,src,3.3.2,67
2017-01-28,src,2.15.3,4
2017-01-28,NA,latest,3
2017-01-28,osx,3.1.0,2
2017-01-28,osx,2.10.1,1
2017-01-28,osx,3.0.1,1
2017-01-28,src,3.3.0,1
2017-01-28,src,3.3.1,1
2017-01-29,osx,latest,15
2017-01-29,osx,3.3.1,2
2017-01-29,win,3.3.2,931
2017-01-29,src,3.3.2,63
2017-01-29,osx,3.3.2,346
2017-01-29,osx,3.1.3,1
2017-01-29,src,2.15.3,2
2017-01-29,src,3.1.2,1
2017-01-29,osx,3.0.1,1
2017-01-29,win,3.3.1,1
2017-01-29,osx,3.2.1,19
2017-01-29,src,2.1.1,1
2017-01-30,osx,3.1.0,1
2017-01-30,src,3.3.2,96
2017-01-30,src,2.15.2,1
2017-01-30,osx,2.11.1,3
2017-01-30,src,2.13.2,1
2017-01-30,src,3.3.0,2
2017-01-30,src,3.1.0,3
2017-01-30,NA,3.3.2,1
2017-01-30,src,3.2.1,2
2017-01-30,osx,3.2.1,39
2017-01-30,src,3.1.2,6
2017-01-30,src,3.2.0,1
2017-01-30,src,3.2.4,2
2017-01-30,src,3.2.3,3
2017-01-30,osx,latest,17
2017-01-30,win,3.3.2,1790
2017-01-30,src,3.1.1,5
2017-01-30,osx,3.3.1,1
2017-01-30,src,2.15.0,2
2017-01-30,osx,3.3.2,665
2017-01-30,src,latest,1
2017-01-30,src,3.2.2,4
2017-01-30,src,2.11.1,1
2017-01-30,src,3.2.5,3
2017-01-30,src,2.15.3,2
2017-01-31,src,2.1.1,1
2017-01-31,osx,2.13.0,1
2017-01-31,osx,2.15.1,1
2017-01-31,osx,3.3.2,710
2017-01-31,win,3.3.2,1886
2017-01-31,src,3.3.2,110
2017-01-31,src,3.2.4,2
2017-01-31,src,3.2.3,1
