day,os,version,downloads
2016-01-01,src,3.1.1,4
2016-01-01,win,3.0.0,1
2016-01-01,osx,latest,8
2016-01-01,src,3.1.3,1
2016-01-01,win,2.15.3,1
2016-01-01,src,3.2.2,11
2016-01-01,osx,2.15.1,1
2016-01-01,win,3.2.0,1
2016-01-01,osx,3.2.1,3
2016-01-01,osx,2.10.0,1
2016-01-01,win,3.0.2,1
2016-01-01,src,3.1.2,5
2016-01-01,win,release.exe,1
2016-01-01,win,3.2.1,1
2016-01-01,src,3.2.0,3
2016-01-01,win,3.1.1,50
2016-01-01,src,3.1.0,49
2016-01-01,win,3.2.2,1
2016-01-01,win,3.0.1,1
2016-01-01,NA,3.1.2,1
2016-01-01,osx,2.10.1,1
2016-01-01,src,3.2.3,39
2016-01-01,osx,3.2.3,100
2016-01-01,win,3.2.3,483
2016-01-01,win,3.2.3patched,2
2016-01-02,src,2.15.3,1
2016-01-02,src,3.2.3,43
2016-01-02,osx,3.1.2,1
2016-01-02,NA,3.2.3patched,1
2016-01-02,win,3.0.2,1
2016-01-02,src,3.1.2,2
2016-01-02,src,3.1.1,1
2016-01-02,win,2.15.3,1
2016-01-02,osx,3.2.1,7
2016-01-02,osx,3.0.2,1
2016-01-02,osx,2.12.1,1
2016-01-02,win,3.1.1,48
2016-01-02,src,3.1.0,48
2016-01-02,win,3.2.3,661
2016-01-02,osx,latest,7
2016-01-02,osx,3.2.3,135
2016-01-02,osx,2.14.1,1
2016-01-02,src,3.1.3,1
2016-01-02,src,3.2.2,9
2016-01-03,osx,latest,32
2016-01-03,win,3.2.2,2
2016-01-03,src,2.8.1,1
2016-01-03,src,3.0.2,1
2016-01-03,osx,3.2.2,1
2016-01-03,src,2.0.0,1
2016-01-03,osx,2.15.3,2
2016-01-03,src,2.2.0,1
2016-01-03,win,3.1.2,1
2016-01-03,src,3.1.2,12
2016-01-03,win,release.exe,1
2016-01-03,src,3.1.0,48
2016-01-03,osx,2.14.0,1
2016-01-03,osx,3.2.3,187
2016-01-03,src,2.12.1,1
2016-01-03,osx,3.2.1,9
2016-01-03,win,3.2.3,694
2016-01-03,win,3.1.3,2
2016-01-03,src,3.1.3,1
2016-01-03,win,3.2.3patched,1
2016-01-03,src,3.2.2,10
2016-01-03,win,2.15.1,1
2016-01-03,src,3.2.1,4
2016-01-03,src,3.2.3,57
2016-01-03,win,3.1.1,48
2016-01-04,win,3.1.1,48
2016-01-04,win,3.0.0,2
2016-01-04,osx,3.2.1,15
2016-01-04,src,3.0.2,1
2016-01-04,osx,3.0.3,2
2016-01-04,NA,3.1.2,1
2016-01-04,src,3.1.1,2
2016-01-04,src,3.2.3,87
2016-01-04,src,3.1.2,6
2016-01-04,src,latest,4
2016-01-04,src,2.11.0,1
2016-01-04,win,3.1.3,3
2016-01-04,win,3.2.3patched,3
2016-01-04,osx,3.1.3,1
2016-01-04,src,3.2.0,3
2016-01-04,win,3.2.3,1579
2016-01-04,src,3.0.3,1
2016-01-04,win,3.2.2,60
2016-01-04,osx,3.1.2,1
2016-01-04,src,3.0.0,2
2016-01-04,src,3.2.1,4
2016-01-04,src,3.1.0,50
2016-01-04,win,3.1.2,2
2016-01-04,src,2.2.0,1
2016-01-04,win,3.0.2,1
2016-01-04,osx,3.2.3,346
2016-01-04,osx,3.2.2,1
2016-01-04,osx,2.15.3,1
2016-01-04,osx,latest,52
2016-01-04,src,3.2.2,20
2016-01-04,win,3.2.1,6
2016-01-05,osx,2.14.1,1
2016-01-05,win,3.2.3patched,7
2016-01-05,src,3.2.3,91
2016-01-05,osx,3.2.1,25
2016-01-05,osx,2.15.3,1
2016-01-05,win,3.1.3,1
2016-01-05,win,devel,2
2016-01-05,src,3.1.1,7
2016-01-05,src,3.1.2,5
2016-01-05,win,2.12.2,1
2016-01-05,src,3.2.1,1
2016-01-05,win,2.14.0,1
2016-01-05,osx,latest,49
2016-01-05,src,3.2.2,79
2016-01-05,win,3.1.1,50
2016-01-05,win,2.11.1,2
2016-01-05,win,2.15.3,7
2016-01-05,win,release.exe,1
2016-01-05,NA,3.1.2,1
2016-01-05,win,3.2.3,1949
2016-01-05,src,latest,2
2016-01-05,src,3.0.2,2
2016-01-05,win,3.2.2,10
2016-01-05,osx,3.1.3,1
2016-01-05,osx,3.2.3,435
2016-01-05,src,2.7.1,1
2016-01-05,win,3.2.0,1
2016-01-05,osx,3.1.2,2
2016-01-05,win,3.1.0,3
2016-01-05,win,2.9.1,1
2016-01-05,osx,2.11.1,1
2016-01-05,osx,2.12.0,1
2016-01-05,osx,2.11.0,2
2016-01-05,src,3.1.0,55
2016-01-05,osx,3.1.0,1
2016-01-06,osx,2.15.0,1
2016-01-06,osx,2.14.0,3
2016-01-06,osx,2.15.2,1
2016-01-06,src,2.15.0,1
2016-01-06,src,2.13.1,1
2016-01-06,osx,2.14.1,2
2016-01-06,osx,3.1.3,3
2016-01-06,osx,2.12.2,1
2016-01-06,win,3.2.3,1789
2016-01-06,osx,2.15.1,4
2016-01-06,osx,3.1.1,2
2016-01-06,osx,2.15.3,1
2016-01-06,win,3.1.3,1
2016-01-06,osx,3.2.2,1
2016-01-06,osx,3.2.3,457
2016-01-06,osx,2.12.0,1
2016-01-06,osx,3.0.0,2
2016-01-06,osx,2.11.1,2
2016-01-06,win,3.0.3,1
2016-01-06,osx,3.0.3,1
2016-01-06,osx,2.13.2,2
2016-01-06,osx,3.1.2,2
2016-01-06,osx,2.10.0,1
2016-01-06,src,3.1.2,4
2016-01-06,osx,2.11.0,4
2016-01-06,osx,2.10.1,1
2016-01-06,win,3.2.3patched,9
2016-01-06,NA,3.1.2,1
2016-01-06,src,2.11.0,2
2016-01-06,osx,3.0.1,1
2016-01-06,src,3.2.1,2
2016-01-06,osx,2.12.1,1
2016-01-06,src,3.0.3,1
2016-01-06,osx,2.13.1,1
2016-01-06,osx,3.2.0,1
2016-01-06,osx,2.13.0,1
2016-01-06,osx,2.14.2,2
2016-01-06,src,3.2.3,77
2016-01-06,src,3.1.1,6
2016-01-06,osx,3.2.1,24
2016-01-06,osx,3.0.2,1
2016-01-06,win,3.2.0,1
2016-01-06,src,2.15.3,1
2016-01-06,win,3.2.2,3
2016-01-06,win,3.1.2,2
2016-01-06,osx,latest,55
2016-01-06,win,3.1.1,51
2016-01-06,src,3.2.2,22
2016-01-06,src,3.1.0,49
2016-01-06,src,3.2.0,10
2016-01-06,osx,3.1.0,2
2016-01-07,win,2.10.1,1
2016-01-07,osx,3.2.0,2
2016-01-07,osx,3.1.2,1
2016-01-07,src,3.2.3,86
2016-01-07,win,3.2.3,1854
2016-01-07,NA,3.1.2,1
2016-01-07,win,3.1.0,1
2016-01-07,osx,3.2.1,28
2016-01-07,src,2.7.0,1
2016-01-07,osx,2.15.0,1
2016-01-07,win,3.2.1,2
2016-01-07,osx,2.14.2,1
2016-01-07,win,3.2.3patched,8
2016-01-07,osx,2.12.2,1
2016-01-07,src,3.1.3,3
2016-01-07,src,3.0.2,1
2016-01-07,src,3.2.0,2
2016-01-07,osx,2.14.0,1
2016-01-07,win,3.1.1,48
2016-01-07,osx,2.15.2,1
2016-01-07,osx,3.2.2,7
2016-01-07,osx,3.1.3,2
2016-01-07,src,latest,4
2016-01-07,src,3.1.0,49
2016-01-07,src,3.2.1,4
2016-01-07,osx,3.0.0,1
2016-01-07,osx,3.2.3,441
2016-01-07,win,3.0.2,1
2016-01-07,osx,latest,60
2016-01-07,osx,2.14.1,1
2016-01-07,src,3.1.1,1
2016-01-07,src,3.2.2,20
2016-01-07,src,3.1.2,4
2016-01-07,win,3.2.2,4
2016-01-08,win,3.2.2,5
2016-01-08,osx,2.10.1,1
2016-01-08,src,3.2.3,63
2016-01-08,win,3.0.1,1
2016-01-08,osx,2.14.1,1
2016-01-08,win,3.1.0,1
2016-01-08,win,3.2.1,1
2016-01-08,src,3.1.2,4
2016-01-08,src,3.0.3,2
2016-01-08,osx,latest,44
2016-01-08,src,2.5.1,3
2016-01-08,osx,3.1.1,1
2016-01-08,osx,3.2.3,394
2016-01-08,src,3.2.2,19
2016-01-08,osx,2.12.0,1
2016-01-08,src,latest,3
2016-01-08,src,3.1.0,51
2016-01-08,win,3.0.0,2
2016-01-08,osx,3.1.3,2
2016-01-08,win,3.2.3,1538
2016-01-08,osx,2.10.0,2
2016-01-08,osx,3.2.1,55
2016-01-08,win,3.2.3patched,4
2016-01-08,src,2.15.1,2
2016-01-08,osx,2.11.1,2
2016-01-08,src,3.2.1,2
2016-01-08,win,3.1.3,3
2016-01-08,src,2.15.0,1
2016-01-08,win,3.1.1,49
2016-01-08,osx,3.1.0,1
2016-01-08,osx,2.13.1,2
2016-01-08,NA,3.1.2,1
2016-01-08,src,3.0.2,1
2016-01-08,src,3.1.1,3
2016-01-08,src,2.15.3,2
2016-01-08,src,3.2.0,4
2016-01-08,src,3.1.3,3
2016-01-09,osx,3.2.1,14
2016-01-09,win,3.1.1,48
2016-01-09,osx,2.10.1,1
2016-01-09,src,latest,3
2016-01-09,osx,3.2.0,1
2016-01-09,osx,2.13.2,1
2016-01-09,osx,3.1.0,1
2016-01-09,osx,2.14.2,1
2016-01-09,win,3.2.3,977
2016-01-09,osx,2.13.0,1
2016-01-09,src,2.15.3,2
2016-01-09,src,3.2.2,13
2016-01-09,win,3.1.3,1
2016-01-09,win,3.1.0,2
2016-01-09,osx,latest,41
2016-01-09,src,3.1.2,3
2016-01-09,src,3.1.0,49
2016-01-09,osx,3.2.3,256
2016-01-09,src,3.2.3,39
2016-01-09,osx,2.10.0,1
2016-01-10,osx,3.2.1,22
2016-01-10,win,3.1.0,1
2016-01-10,src,3.2.2,13
2016-01-10,win,3.2.1,1
2016-01-10,src,latest,2
2016-01-10,src,3.1.3,1
2016-01-10,src,3.2.1,4
2016-01-10,osx,3.0.1,1
2016-01-10,osx,3.0.3,1
2016-01-10,win,3.2.2,2
2016-01-10,win,devel,3
2016-01-10,win,3.0.0,3
2016-01-10,src,3.0.1,2
2016-01-10,osx,latest,54
2016-01-10,src,3.1.0,49
2016-01-10,win,3.2.3patched,1
2016-01-10,osx,3.0.0,1
2016-01-10,win,3.1.1,49
2016-01-10,src,3.2.3,48
2016-01-10,win,3.2.3,1027
2016-01-10,osx,2.15.1,1
2016-01-10,osx,3.2.3,264
2016-01-10,win,3.1.3,1
2016-01-10,osx,2.12.2,1
2016-01-10,osx,3.2.2,2
2016-01-11,osx,3.2.1,39
2016-01-11,osx,2.14.2,1
2016-01-11,win,3.1.1,50
2016-01-11,osx,latest,45
2016-01-11,osx,2.13.2,1
2016-01-11,win,3.2.3,1860
2016-01-11,src,3.0.2,2
2016-01-11,src,3.0.3,1
2016-01-11,src,3.2.0,9
2016-01-11,NA,3.1.2,1
2016-01-11,src,2.15.3,2
2016-01-11,osx,2.15.1,1
2016-01-11,src,3.2.1,5
2016-01-11,osx,2.12.1,1
2016-01-11,src,3.2.2,12
2016-01-11,osx,3.1.3,2
2016-01-11,osx,2.11.1,1
2016-01-11,src,3.0.1,3
2016-01-11,osx,3.2.3,477
2016-01-11,src,3.1.0,49
2016-01-11,src,3.2.3,96
2016-01-11,src,3.0.0,2
2016-01-11,src,latest,2
2016-01-11,osx,2.15.0,1
2016-01-11,win,3.0.0,1
2016-01-11,win,3.1.3,4
2016-01-11,src,3.1.3,4
2016-01-11,osx,2.12.0,1
2016-01-11,src,3.1.1,6
2016-01-11,win,3.1.0,2
2016-01-11,osx,2.15.2,1
2016-01-11,src,3.1.2,1
2016-01-12,osx,2.10.0,1
2016-01-12,osx,3.1.3,4
2016-01-12,win,3.2.3,1984
2016-01-12,osx,2.15.0,2
2016-01-12,osx,2.12.1,2
2016-01-12,win,2.9.0,1
2016-01-12,win,3.1.1,47
2016-01-12,osx,3.1.2,4
2016-01-12,osx,3.2.0,1
2016-01-12,osx,3.2.3,545
2016-01-12,osx,2.10.1,2
2016-01-12,osx,2.14.2,1
2016-01-12,osx,2.12.2,1
2016-01-12,src,3.1.0,49
2016-01-12,NA,3.1.2,1
2016-01-12,src,2.15.0,1
2016-01-12,osx,2.13.1,1
2016-01-12,src,2.2.1,1
2016-01-12,win,2.15.3,1
2016-01-12,osx,3.0.0,1
2016-01-12,osx,2.15.3,2
2016-01-12,win,3.2.1,2
2016-01-12,osx,2.11.0,2
2016-01-12,win,3.1.3,2
2016-01-12,src,3.2.2,13
2016-01-12,osx,3.0.1,1
2016-01-12,osx,2.11.1,1
2016-01-12,osx,3.1.1,4
2016-01-12,osx,2.15.2,2
2016-01-12,src,3.2.3,87
2016-01-12,src,3.1.3,3
2016-01-12,win,devel,2
2016-01-12,osx,3.1.0,2
2016-01-12,osx,latest,26
2016-01-12,src,2.10.0,1
2016-01-12,osx,2.13.2,1
2016-01-12,src,2.15.3,2
2016-01-12,src,3.1.1,4
2016-01-12,win,3.2.2,4
2016-01-12,src,latest,5
2016-01-12,osx,2.12.0,1
2016-01-12,osx,2.15.1,3
2016-01-12,osx,3.2.1,53
2016-01-12,src,2.0.0,1
2016-01-12,osx,3.2.2,6
2016-01-12,src,3.1.2,1
2016-01-12,src,3.0.2,1
2016-01-12,osx,2.14.0,2
2016-01-12,src,3.0.3,4
2016-01-12,osx,2.13.0,2
2016-01-12,osx,3.0.3,1
2016-01-12,win,3.2.3patched,1
2016-01-12,src,3.2.1,3
2016-01-12,osx,3.0.2,3
2016-01-12,win,3.1.0,1
2016-01-12,win,2.12.0,1
2016-01-12,osx,2.14.1,3
2016-01-13,win,3.1.1,43
2016-01-13,win,2.14.0,1
2016-01-13,osx,2.14.1,1
2016-01-13,src,3.2.0,2
2016-01-13,src,3.1.3,3
2016-01-13,src,2.15.3,1
2016-01-13,win,2.10.0,1
2016-01-13,osx,2.14.0,1
2016-01-13,src,3.1.0,50
2016-01-13,win,2.8.1,1
2016-01-13,src,2.15.0,1
2016-01-13,src,3.2.2,17
2016-01-13,src,3.2.1,5
2016-01-13,win,3.0.3,1
2016-01-13,win,2.15.0,1
2016-01-13,osx,2.15.2,1
2016-01-13,src,3.1.2,4
2016-01-13,win,3.1.2,1
2016-01-13,src,2.15.1,2
2016-01-13,src,3.2.3,99
2016-01-13,win,3.2.3,2148
2016-01-13,osx,3.1.0,1
2016-01-13,osx,2.15.1,1
2016-01-13,NA,3.1.2,1
2016-01-13,osx,3.2.3,619
2016-01-13,osx,2.11.0,1
2016-01-13,osx,3.2.0,1
2016-01-13,win,3.2.3patched,4
2016-01-13,osx,2.11.1,1
2016-01-13,osx,3.1.3,1
2016-01-13,src,3.0.0,1
2016-01-13,osx,2.15.3,2
2016-01-13,win,2.15.3,2
2016-01-13,win,3.1.3,2
2016-01-13,src,latest,1
2016-01-13,osx,3.2.1,71
2016-01-13,osx,latest,56
2016-01-13,src,3.1.1,4
2016-01-13,osx,2.10.1,1
2016-01-14,win,2.14.2,1
2016-01-14,src,2.7.0,2
2016-01-14,win,2.13.0,3
2016-01-14,win,2.15.3,3
2016-01-14,NA,3.1.2,1
2016-01-14,src,2.15.0,1
2016-01-14,osx,2.15.1,1
2016-01-14,win,devel,1
2016-01-14,osx,3.1.3,3
2016-01-14,win,2.10.1,1
2016-01-14,osx,3.2.2,1
2016-01-14,src,3.2.3,181
2016-01-14,src,3.1.1,3
2016-01-14,osx,2.14.2,1
2016-01-14,src,3.2.2,18
2016-01-14,win,release.exe,1
2016-01-14,win,3.0.0,1
2016-01-14,src,2.15.3,2
2016-01-14,src,3.1.3,4
2016-01-14,src,3.2.0,2
2016-01-14,osx,latest,57
2016-01-14,win,3.1.3,2
2016-01-14,osx,3.2.1,74
2016-01-14,osx,2.15.3,1
2016-01-14,win,2.11.1,1
2016-01-14,win,3.2.3patched,2
2016-01-14,win,3.2.2,1
2016-01-14,win,3.2.3,2017
2016-01-14,osx,3.1.0,3
2016-01-14,win,2.11.0,1
2016-01-14,src,3.1.0,48
2016-01-14,win,3.1.0,2
2016-01-14,win,3.1.1,48
2016-01-14,osx,3.2.3,563
2016-01-14,win,3.2.1,4
2016-01-15,win,3.0.0,3
2016-01-15,src,3.2.0,2
2016-01-15,osx,3.0.0,1
2016-01-15,win,3.2.2,4
2016-01-15,src,3.1.1,6
2016-01-15,win,3.0.3,1
2016-01-15,osx,2.11.0,1
2016-01-15,osx,2.12.2,1
2016-01-15,src,3.0.1,2
2016-01-15,win,3.2.3,1799
2016-01-15,win,2.15.3,8
2016-01-15,osx,3.0.1,2
2016-01-15,osx,2.13.0,1
2016-01-15,win,devel,1
2016-01-15,osx,latest,91
2016-01-15,src,3.1.2,1
2016-01-15,src,3.2.3,324
2016-01-15,osx,2.15.2,1
2016-01-15,osx,2.12.0,1
2016-01-15,src,2.0.0,1
2016-01-15,win,2.15.2,1
2016-01-15,osx,3.1.0,2
2016-01-15,osx,2.14.0,1
2016-01-15,src,3.2.1,5
2016-01-15,osx,2.15.1,2
2016-01-15,win,3.1.3,1
2016-01-15,win,3.2.3patched,1
2016-01-15,osx,3.2.1,54
2016-01-15,osx,3.2.0,4
2016-01-15,osx,3.1.3,1
2016-01-15,win,3.1.0,3
2016-01-15,win,2.15.0,1
2016-01-15,win,3.1.1,48
2016-01-15,win,3.0.2,1
2016-01-15,osx,3.2.2,2
2016-01-15,osx,2.15.3,2
2016-01-15,src,2.15.2,1
2016-01-15,osx,3.2.3,591
2016-01-15,src,3.2.2,4
2016-01-15,win,3.2.1,3
2016-01-15,src,2.15.3,2
2016-01-15,src,latest,1
2016-01-15,win,3.2.0,2
2016-01-15,src,3.1.0,47
2016-01-15,osx,2.10.0,2
2016-01-15,NA,3.1.2,1
2016-01-15,src,3.1.3,4
2016-01-15,src,3.0.0,3
2016-01-15,osx,2.14.1,1
2016-01-16,src,3.0.3,1
2016-01-16,win,3.2.2,2
2016-01-16,osx,2.13.1,2
2016-01-16,src,3.2.2,4
2016-01-16,win,3.1.3,1
2016-01-16,osx,2.13.0,2
2016-01-16,osx,3.2.1,11
2016-01-16,osx,2.10.1,1
2016-01-16,osx,2.11.0,4
2016-01-16,osx,2.10.0,1
2016-01-16,osx,3.0.2,1
2016-01-16,win,3.1.0,3
2016-01-16,win,3.2.3patched,2
2016-01-16,src,3.2.0,1
2016-01-16,win,3.1.1,48
2016-01-16,osx,3.2.0,1
2016-01-16,src,3.1.3,2
2016-01-16,src,3.1.0,48
2016-01-16,win,2.15.3,1
2016-01-16,win,3.2.3,975
2016-01-16,src,latest,3
2016-01-16,osx,3.0.1,1
2016-01-16,osx,2.15.1,1
2016-01-16,osx,latest,94
2016-01-16,osx,3.0.0,1
2016-01-16,src,3.1.1,2
2016-01-16,osx,3.2.3,240
2016-01-16,osx,2.15.0,1
2016-01-16,src,3.2.3,111
2016-01-17,osx,3.1.0,2
2016-01-17,src,latest,1
2016-01-17,src,3.2.2,8
2016-01-17,osx,3.2.1,18
2016-01-17,win,3.1.2,2
2016-01-17,osx,3.0.0,1
2016-01-17,src,3.2.0,3
2016-01-17,osx,2.15.1,2
2016-01-17,src,2.6.2,1
2016-01-17,src,3.1.2,1
2016-01-17,osx,3.2.3,221
2016-01-17,osx,2.15.0,2
2016-01-17,osx,2.11.0,2
2016-01-17,osx,2.13.2,1
2016-01-17,win,3.2.3patched,1
2016-01-17,win,3.1.1,48
2016-01-17,osx,2.13.1,3
2016-01-17,win,3.2.3,973
2016-01-17,osx,3.0.2,2
2016-01-17,osx,2.11.1,1
2016-01-17,osx,latest,70
2016-01-17,win,3.2.0,1
2016-01-17,osx,3.0.3,2
2016-01-17,src,3.2.1,1
2016-01-17,osx,2.12.1,1
2016-01-17,src,3.1.3,1
2016-01-17,osx,2.10.0,1
2016-01-17,osx,3.1.3,1
2016-01-17,osx,2.14.2,1
2016-01-17,osx,3.2.2,1
2016-01-17,src,3.2.3,119
2016-01-17,src,3.0.0,2
2016-01-17,osx,2.13.0,2
2016-01-17,osx,2.12.2,2
2016-01-17,src,3.1.0,49
2016-01-18,osx,2.14.0,2
2016-01-18,win,3.2.3patched,1
2016-01-18,src,3.1.0,49
2016-01-18,osx,2.15.0,1
2016-01-18,src,latest,5
2016-01-18,osx,2.11.1,3
2016-01-18,osx,3.0.1,1
2016-01-18,osx,2.14.2,1
2016-01-18,src,3.0.3,1
2016-01-18,osx,3.1.3,6
2016-01-18,NA,3.1.2,1
2016-01-18,src,3.2.1,5
2016-01-18,src,3.0.2,1
2016-01-18,src,3.2.2,7
2016-01-18,src,3.0.0,1
2016-01-18,src,3.0.1,2
2016-01-18,osx,2.12.1,2
2016-01-18,win,3.2.2,8
2016-01-18,osx,2.13.2,2
2016-01-18,osx,3.0.3,2
2016-01-18,src,3.1.1,2
2016-01-18,win,3.2.0,2
2016-01-18,win,devel,1
2016-01-18,osx,latest,85
2016-01-18,src,2.15.2,2
2016-01-18,win,3.2.3,1878
2016-01-18,win,2.15.3,2
2016-01-18,src,3.1.3,5
2016-01-18,osx,3.0.0,1
2016-01-18,src,2.15.3,5
2016-01-18,osx,3.2.1,37
2016-01-18,osx,3.2.0,1
2016-01-18,osx,2.15.2,2
2016-01-18,win,3.2.1,1
2016-01-18,src,3.2.3,112
2016-01-18,osx,3.1.0,1
2016-01-18,osx,2.10.1,1
2016-01-18,osx,3.2.2,1
2016-01-18,osx,2.12.2,1
2016-01-18,win,3.1.1,48
2016-01-18,osx,2.12.0,1
2016-01-18,osx,3.2.3,415
2016-01-18,osx,3.1.2,3
2016-01-18,win,3.1.0,16
2016-01-19,win,2.14.0,2
2016-01-19,win,3.1.3,1
2016-01-19,src,3.2.1,8
2016-01-19,osx,latest,75
2016-01-19,src,2.9.2,1
2016-01-19,osx,2.12.1,1
2016-01-19,osx,3.2.3,717
2016-01-19,src,3.1.2,3
2016-01-19,win,2.12.0,4
2016-01-19,osx,2.12.0,1
2016-01-19,win,3.2.3,2127
2016-01-19,win,3.1.1,49
2016-01-19,osx,2.10.0,1
2016-01-19,src,3.2.2,7
2016-01-19,osx,3.1.2,1
2016-01-19,win,3.1.0,1
2016-01-19,win,3.1.2,1
2016-01-19,osx,2.15.0,2
2016-01-19,win,3.2.1,1
2016-01-19,win,3.2.2,8
2016-01-19,win,3.2.0,1
2016-01-19,win,3.2.3patched,1
2016-01-19,osx,2.15.1,2
2016-01-19,win,3.0.0,1
2016-01-19,win,2.11.0,4
2016-01-19,win,2.10.1,2
2016-01-19,src,3.1.3,2
2016-01-19,osx,2.10.1,2
2016-01-19,osx,2.14.0,1
2016-01-19,src,3.1.0,48
2016-01-19,osx,3.2.1,59
2016-01-19,src,3.0.3,4
2016-01-19,osx,2.15.3,1
2016-01-19,src,3.2.3,158
2016-01-19,win,3.0.2,1
2016-01-19,osx,2.14.1,1
2016-01-19,src,3.1.1,3
2016-01-19,src,2.8.1,1
2016-01-19,osx,3.2.2,6
2016-01-19,osx,3.1.1,2
2016-01-20,osx,3.0.2,2
2016-01-20,osx,3.0.3,1
2016-01-20,win,3.0.2,3
2016-01-20,osx,2.12.1,1
2016-01-20,osx,3.2.3,629
2016-01-20,osx,3.1.2,1
2016-01-20,osx,2.14.0,1
2016-01-20,src,3.1.1,5
2016-01-20,win,3.2.3patched,2
2016-01-20,osx,2.15.3,4
2016-01-20,win,3.2.3,2340
2016-01-20,osx,2.13.2,1
2016-01-20,src,3.1.0,48
2016-01-20,src,3.2.1,5
2016-01-20,src,2.15.3,2
2016-01-20,src,latest,2
2016-01-20,src,3.2.2,10
2016-01-20,osx,3.0.1,1
2016-01-20,win,release.exe,1
2016-01-20,osx,3.2.1,53
2016-01-20,src,3.2.3,139
2016-01-20,src,3.2.0,3
2016-01-20,osx,3.1.0,1
2016-01-20,osx,2.15.2,2
2016-01-20,osx,2.11.1,2
2016-01-20,win,3.2.2,3
2016-01-20,src,3.0.0,1
2016-01-20,osx,2.11.0,1
2016-01-20,win,3.1.3,1
2016-01-20,osx,3.0.0,1
2016-01-20,win,3.1.1,47
2016-01-20,osx,latest,128
2016-01-20,src,3.1.2,4
2016-01-20,src,3.0.3,1
2016-01-20,osx,3.2.2,4
2016-01-20,win,3.1.2,2
2016-01-20,src,3.0.2,1
2016-01-20,src,3.1.3,3
2016-01-21,osx,3.2.3,600
2016-01-21,src,2.15.3,1
2016-01-21,win,2.15.3,4
2016-01-21,src,3.2.1,2
2016-01-21,src,2.13.2,1
2016-01-21,win,3.0.0,1
2016-01-21,osx,3.1.0,1
2016-01-21,osx,latest,94
2016-01-21,osx,3.1.2,3
2016-01-21,osx,2.15.1,1
2016-01-21,src,2.14.0,1
2016-01-21,src,3.0.3,3
2016-01-21,win,3.1.1,48
2016-01-21,win,3.1.2,2
2016-01-21,osx,2.13.0,1
2016-01-21,src,2.10.0,2
2016-01-21,src,3.1.0,49
2016-01-21,osx,3.2.0,1
2016-01-21,src,3.1.2,2
2016-01-21,win,2.10.1,9
2016-01-21,osx,3.2.1,40
2016-01-21,win,3.1.3,2
2016-01-21,win,3.2.2,4
2016-01-21,win,3.2.3patched,4
2016-01-21,osx,2.15.3,2
2016-01-21,win,3.2.1,2
2016-01-21,src,3.2.3,126
2016-01-21,osx,3.0.1,1
2016-01-21,src,3.1.1,2
2016-01-21,osx,3.2.2,2
2016-01-21,win,2.5.1,2
2016-01-21,src,3.2.0,2
2016-01-21,win,3.2.3,2047
2016-01-21,src,3.2.2,5
2016-01-21,osx,2.14.1,2
2016-01-22,src,2.15.0,2
2016-01-22,osx,2.15.2,1
2016-01-22,win,3.1.0,4
2016-01-22,src,3.1.2,3
2016-01-22,win,3.1.2,3
2016-01-22,win,2.10.0,4
2016-01-22,src,latest,2
2016-01-22,osx,3.2.1,38
2016-01-22,win,2.13.0,1
2016-01-22,src,2.15.3,1
2016-01-22,osx,2.14.0,1
2016-01-22,osx,3.1.2,1
2016-01-22,osx,2.15.0,1
2016-01-22,src,3.2.0,2
2016-01-22,osx,2.12.0,1
2016-01-22,win,2.10.1,4
2016-01-22,osx,2.12.2,1
2016-01-22,src,3.1.0,48
2016-01-22,win,3.1.3,3
2016-01-22,osx,2.14.1,1
2016-01-22,src,2.0.0,1
2016-01-22,osx,3.1.3,1
2016-01-22,src,3.1.1,3
2016-01-22,osx,3.2.2,5
2016-01-22,win,3.2.2,1
2016-01-22,osx,2.15.1,4
2016-01-22,src,3.2.1,6
2016-01-22,win,3.2.3,1702
2016-01-22,osx,2.10.1,1
2016-01-22,src,3.2.2,5
2016-01-22,osx,2.11.0,3
2016-01-22,osx,2.13.1,1
2016-01-22,osx,latest,76
2016-01-22,src,2.15.2,1
2016-01-22,src,3.0.2,7
2016-01-22,osx,2.15.3,1
2016-01-22,osx,3.2.3,555
2016-01-22,osx,2.10.0,1
2016-01-22,src,3.1.3,1
2016-01-22,win,3.1.1,16
2016-01-22,src,3.2.3,139
2016-01-22,osx,2.14.2,2
2016-01-23,osx,2.13.1,1
2016-01-23,osx,2.15.3,1
2016-01-23,win,3.1.2,1
2016-01-23,win,3.0.0,5
2016-01-23,win,3.1.3,1
2016-01-23,src,3.2.2,3
2016-01-23,osx,3.1.3,1
2016-01-23,win,3.2.3,1101
2016-01-23,NA,3.2.3,1
2016-01-23,src,2.15.2,1
2016-01-23,osx,3.2.3,272
2016-01-23,src,3.0.0,1
2016-01-23,src,latest,1
2016-01-23,win,2.15.3,3
2016-01-23,osx,latest,55
2016-01-23,src,3.2.1,1
2016-01-23,src,3.1.3,3
2016-01-23,src,3.0.1,1
2016-01-23,win,3.2.2,6
2016-01-23,osx,2.12.2,1
2016-01-23,win,3.2.3patched,2
2016-01-23,src,3.2.3,71
2016-01-23,osx,2.11.0,1
2016-01-23,src,3.1.0,53
2016-01-23,osx,2.15.0,1
2016-01-23,osx,3.2.1,21
2016-01-23,osx,2.14.0,1
2016-01-23,osx,3.2.2,1
2016-01-24,win,3.2.1,1
2016-01-24,osx,2.12.1,1
