day,os,version,downloads
2016-03-11,src,2.0.1,1
2016-03-11,osx,2.11.0,1
2016-03-11,win,3.0.2,1
2016-03-11,src,3.2.1,1
2016-03-11,win,release.exe,1
2016-03-11,NA,3.2.4,1
2016-03-11,win,devel,26
2016-03-11,osx,latest,34
2016-03-11,src,3.2.3,68
2016-03-11,osx,3.2.4,239
2016-03-11,osx,3.2.2,1
2016-03-11,osx,3.0.0,1
2016-03-11,src,3.1.3,5
2016-03-11,src,2.15.0,1
2016-03-11,src,latest,1
2016-03-11,win,3.2.4,1701
2016-03-11,osx,3.2.3,64
2016-03-11,osx,2.15.1,1
2016-03-11,src,3.2.0,2
2016-03-11,src,2.15.3,1
2016-03-11,src,3.1.2,2
2016-03-11,src,3.1.1,4
2016-03-11,win,3.1.3,1
2016-03-11,src,3.2.4,60
2016-03-11,win,3.2.3,12
2016-03-11,src,3.0.3,1
2016-03-11,src,3.1.0,49
2016-03-11,osx,3.2.1,28
2016-03-12,src,3.1.3,3
2016-03-12,src,3.2.4,22
2016-03-12,src,3.1.0,50
2016-03-12,src,2.3.1,1
2016-03-12,win,devel,5
2016-03-12,osx,2.10.0,1
2016-03-12,osx,3.2.3,2
2016-03-12,osx,2.10.1,1
2016-03-12,win,2.12.1,1
2016-03-12,src,3.0.1,2
2016-03-12,osx,latest,11
2016-03-12,win,release.exe,1
2016-03-12,src,3.0.0,1
2016-03-12,win,3.2.4,1530
2016-03-12,src,2.14.0,1
2016-03-12,src,latest,1
2016-03-12,src,2.9.0,1
2016-03-12,src,3.2.3,24
2016-03-12,src,3.0.3,1
2016-03-12,src,3.2.1,1
2016-03-12,src,3.2.0,1
2016-03-12,src,3.1.1,2
2016-03-12,win,3.2.3,5
2016-03-12,src,3.1.2,1
2016-03-12,osx,3.2.4,187
2016-03-12,src,3.2.2,2
2016-03-12,osx,3.2.1,10
2016-03-13,src,3.1.2,3
2016-03-13,osx,3.2.4,199
2016-03-13,osx,3.0.2,1
2016-03-13,win,devel,12
2016-03-13,win,2.15.3,1
2016-03-13,src,3.2.3,25
2016-03-13,win,3.2.4,1341
2016-03-13,osx,3.0.0,1
2016-03-13,win,3.2.3,5
2016-03-13,src,3.1.0,48
2016-03-13,src,2.15.1,1
2016-03-13,osx,2.15.1,1
2016-03-13,osx,latest,14
2016-03-13,src,2.3.0,1
2016-03-13,src,2.6.2,1
2016-03-13,osx,3.2.1,14
2016-03-13,src,3.0.2,3
2016-03-13,src,3.1.3,1
2016-03-13,src,2.12.2,1
2016-03-13,osx,3.1.0,1
2016-03-13,src,2.12.1,1
2016-03-13,src,3.1.1,1
2016-03-13,osx,2.12.2,1
2016-03-13,src,2.9.0,1
2016-03-13,win,release.exe,2
2016-03-13,win,3.2.1,1
2016-03-13,src,3.2.4,202
2016-03-13,src,2.15.2,1
2016-03-14,win,3.2.3,17
2016-03-14,src,3.2.3,30
2016-03-14,src,2.5.1,1
2016-03-14,win,3.1.2,2
2016-03-14,src,3.1.0,50
2016-03-14,win,3.2.4patched,23
2016-03-14,src,3.2.2,3
2016-03-14,win,2.11.1,4
2016-03-14,osx,2.15.1,1
2016-03-14,win,2.15.2,1
2016-03-14,osx,3.2.3,2
2016-03-14,osx,latest,30
2016-03-14,src,3.1.1,3
2016-03-14,src,3.1.2,3
2016-03-14,osx,3.0.2,1
2016-03-14,src,3.2.0,1
2016-03-14,src,3.2.1,2
2016-03-14,src,3.2.4,244
2016-03-14,win,2.5.1,1
2016-03-14,osx,3.2.4,313
2016-03-14,src,2.8.1,1
2016-03-14,src,3.0.3,3
2016-03-14,src,2.7.0,1
2016-03-14,src,2.15.3,1
2016-03-14,NA,3.2.4,1
2016-03-14,src,2.11.1,1
2016-03-14,osx,3.1.3,1
2016-03-14,osx,3.0.0,1
2016-03-14,src,latest,1
2016-03-14,win,3.1.0,2
2016-03-14,osx,3.2.1,34
2016-03-14,win,devel,1
2016-03-14,src,2.15.0,2
2016-03-14,win,3.2.4,2128
2016-03-15,win,2.9.2,1
2016-03-15,src,3.1.1,1
2016-03-15,src,3.2.3,34
2016-03-15,osx,3.0.3,1
2016-03-15,osx,latest,23
2016-03-15,win,2.12.0,2
2016-03-15,src,2.12.0,1
2016-03-15,src,3.1.0,48
2016-03-15,src,2.1.0,1
2016-03-15,osx,3.1.0,1
2016-03-15,osx,3.2.3,1
2016-03-15,win,3.2.4patched,26
2016-03-15,osx,2.14.0,1
2016-03-15,win,3.2.3,34
2016-03-15,osx,2.13.1,1
2016-03-15,win,3.2.0,1
2016-03-15,src,2.13.1,1
2016-03-15,win,release.exe,3
2016-03-15,win,2.10.0,1
2016-03-15,src,3.2.4,168
2016-03-15,win,3.2.1,1
2016-03-15,src,3.2.1,1
2016-03-15,osx,2.12.0,1
2016-03-15,win,2.15.2,1
2016-03-15,win,3.0.0,1
2016-03-15,win,3.1.0,1
2016-03-15,src,3.0.3,2
2016-03-15,src,2.10.1,1
2016-03-15,win,2.7.1,1
2016-03-15,win,3.2.2,1
2016-03-15,src,3.2.2,29
2016-03-15,src,2.7.0,1
2016-03-15,src,2.15.0,1
2016-03-15,src,3.2.0,2
2016-03-15,src,3.1.2,3
2016-03-15,osx,3.2.4,312
2016-03-15,win,3.0.1,1
2016-03-15,win,2.15.3,2
2016-03-15,win,devel,5
2016-03-15,win,3.2.4,1990
2016-03-15,src,2.13.2,1
2016-03-15,osx,3.2.1,39
2016-03-15,osx,2.14.1,1
2016-03-15,osx,3.0.2,2
2016-03-16,osx,3.0.3,3
2016-03-16,osx,3.2.4,244
2016-03-16,src,3.2.2,3
2016-03-16,win,3.2.4,1719
2016-03-16,osx,3.0.1,1
2016-03-16,win,3.1.1,3
2016-03-16,osx,2.10.1,1
2016-03-16,osx,2.13.0,2
2016-03-16,osx,3.0.2,1
2016-03-16,osx,2.12.1,1
2016-03-16,osx,3.1.1,3
2016-03-16,win,3.2.3,11
2016-03-16,src,latest,1
2016-03-16,osx,2.12.2,1
2016-03-16,osx,2.11.1,1
2016-03-16,osx,3.2.3,2
2016-03-16,src,2.7.1,1
2016-03-16,osx,3.1.0,2
2016-03-16,src,3.2.1,1
2016-03-16,src,2.10.0,1
2016-03-16,osx,3.1.3,3
2016-03-16,src,2.15.1,1
2016-03-16,src,2.15.0,1
2016-03-16,win,devel,3
2016-03-16,osx,2.14.2,3
2016-03-16,osx,2.10.0,1
2016-03-16,osx,2.12.0,1
2016-03-16,osx,3.1.2,2
2016-03-16,osx,latest,30
2016-03-16,osx,3.2.2,2
2016-03-16,src,3.2.0,5
2016-03-16,osx,2.15.1,2
2016-03-16,src,3.0.0,1
2016-03-16,osx,2.13.1,2
2016-03-16,osx,3.2.1,26
2016-03-16,src,3.1.1,4
2016-03-16,win,3.2.4patched,19
2016-03-16,osx,2.14.1,1
2016-03-16,win,3.1.3,1
2016-03-16,src,3.1.2,8
2016-03-16,src,3.0.3,1
2016-03-16,osx,2.15.3,2
2016-03-16,src,3.2.4,152
2016-03-16,src,3.1.0,49
2016-03-16,osx,2.15.0,1
2016-03-16,osx,3.2.0,2
2016-03-16,osx,2.13.2,1
2016-03-16,osx,3.0.0,1
2016-03-16,osx,2.11.0,2
2016-03-16,src,3.2.3,28
2016-03-16,win,3.1.0,1
2016-03-16,osx,2.15.2,1
2016-03-16,osx,2.14.0,1
2016-03-16,win,2.15.3,5
2016-03-17,win,2.15.0,1
2016-03-17,src,3.2.0,3
2016-03-17,win,3.2.3,9
2016-03-17,win,3.2.4,1695
2016-03-17,src,2.7.0,1
2016-03-17,src,2.8.0,1
2016-03-17,osx,3.1.0,2
2016-03-17,src,3.0.2,1
2016-03-17,osx,2.11.1,1
2016-03-17,src,2.14.0,1
2016-03-17,src,2.4.0,1
2016-03-17,src,2.1.1,1
2016-03-17,src,2.8.1,1
2016-03-17,osx,2.13.0,1
2016-03-17,src,2.7.2,1
2016-03-17,osx,3.2.2,2
2016-03-17,src,2.10.0,1
2016-03-17,osx,2.10.0,3
2016-03-17,osx,2.10.1,1
2016-03-17,src,2.12.1,1
2016-03-17,src,2.7.1,1
2016-03-17,win,3.0.0,1
2016-03-17,src,2.1.0,1
2016-03-17,win,devel,2
2016-03-17,src,2.0.0,1
2016-03-17,src,2.6.1,2
2016-03-17,src,2.6.0,1
2016-03-17,src,2.14.2,1
2016-03-17,src,2.11.1,1
2016-03-17,src,2.9.0,1
2016-03-17,osx,2.15.3,1
2016-03-17,osx,2.14.2,1
2016-03-17,src,2.15.0,1
2016-03-17,win,3.1.3,1
2016-03-17,src,2.9.1,1
2016-03-17,src,2.5.1,2
2016-03-17,osx,3.2.1,28
2016-03-17,src,2.3.0,1
2016-03-17,src,2.14.1,1
2016-03-17,osx,2.14.1,1
2016-03-17,src,2.9.2,1
2016-03-17,src,2.2.0,1
2016-03-17,src,2.13.2,1
2016-03-17,osx,latest,25
2016-03-17,win,3.2.0,1
2016-03-17,src,2.6.2,1
2016-03-17,src,3.2.2,1
2016-03-17,src,2.3.1,1
2016-03-17,osx,3.0.2,1
2016-03-17,win,3.1.2,2
2016-03-17,osx,3.2.4,312
2016-03-17,src,2.13.0,1
2016-03-17,osx,3.0.0,1
2016-03-17,src,3.0.3,4
2016-03-17,src,2.5.0,1
2016-03-17,src,3.0.0,1
2016-03-17,osx,3.2.3,6
2016-03-17,src,3.1.1,7
2016-03-17,osx,2.12.0,1
2016-03-17,osx,2.15.2,1
2016-03-17,src,3.2.3,14
2016-03-17,src,2.15.2,1
2016-03-17,osx,3.2.0,1
2016-03-17,osx,2.15.1,2
2016-03-17,src,2.12.0,1
2016-03-17,src,2.13.1,1
2016-03-17,src,latest,6
2016-03-17,osx,3.0.3,1
2016-03-17,src,3.1.2,3
2016-03-17,osx,2.13.1,1
2016-03-17,src,2.15.3,2
2016-03-17,osx,2.12.1,1
2016-03-17,src,3.2.4,121
2016-03-17,src,3.1.3,1
2016-03-17,osx,2.13.2,1
2016-03-17,src,2.15.1,2
2016-03-17,src,3.2.1,3
2016-03-17,src,2.4.1,1
2016-03-17,osx,3.1.2,2
2016-03-17,win,release.exe,1
2016-03-17,osx,3.0.1,3
2016-03-17,src,2.11.0,1
2016-03-17,osx,3.1.1,2
2016-03-17,src,2.0.1,1
2016-03-17,src,3.0.1,2
2016-03-17,osx,2.11.0,2
2016-03-17,win,3.2.1,1
2016-03-17,osx,2.14.0,1
2016-03-17,src,2.10.1,1
2016-03-17,osx,2.12.2,1
2016-03-17,src,2.12.2,1
2016-03-17,osx,3.1.3,3
2016-03-17,win,3.2.2,1
2016-03-17,src,2.2.1,1
2016-03-17,osx,2.15.0,1
2016-03-17,win,3.2.4patched,26
2016-03-17,src,3.1.0,49
2016-03-18,win,3.2.4patched,10
2016-03-18,osx,3.1.1,1
2016-03-18,src,3.2.2,4
2016-03-18,win,3.2.3,7
2016-03-18,osx,latest,39
2016-03-18,osx,2.12.1,1
2016-03-18,osx,2.13.0,1
2016-03-18,src,2.5.1,1
2016-03-18,win,3.1.0,2
2016-03-18,osx,2.13.2,2
2016-03-18,osx,3.2.1,19
2016-03-18,osx,3.2.3,2
2016-03-18,src,2.15.0,1
2016-03-18,osx,3.2.2,1
2016-03-18,src,2.14.0,1
2016-03-18,osx,2.15.2,1
2016-03-18,win,3.1.3,1
2016-03-18,win,2.15.3,1
2016-03-18,src,3.1.2,5
2016-03-18,win,2.9.0,1
2016-03-18,osx,2.15.1,1
2016-03-18,win,3.2.4revised,223
2016-03-18,osx,3.1.3,3
2016-03-18,win,2.11.1,1
2016-03-18,win,devel,1
2016-03-18,win,2.14.0,1
2016-03-18,win,3.0.2,2
2016-03-18,src,3.1.1,4
2016-03-18,src,3.1.0,48
2016-03-18,osx,3.2.0,2
2016-03-18,win,release.exe,3
2016-03-18,win,3.2.0,1
2016-03-18,win,3.2.4,1030
2016-03-18,src,3.2.0,1
2016-03-18,src,3.2.3,19
2016-03-18,osx,2.15.0,1
2016-03-18,src,3.2.4,90
2016-03-18,osx,3.2.4,240
2016-03-18,win,3.1.2,3
2016-03-18,src,2.14.2,1
2016-03-18,src,latest,3
2016-03-18,win,2.3.0,1
2016-03-19,osx,3.1.1,1
2016-03-19,src,2.2.0,1
2016-03-19,win,3.2.4patched,8
2016-03-19,win,3.2.4revised,598
2016-03-19,win,3.2.3,6
2016-03-19,src,3.2.2,3
2016-03-19,src,3.1.3,1
2016-03-19,win,3.1.0,3
2016-03-19,src,3.2.3,18
2016-03-19,win,3.2.2,1
2016-03-19,osx,2.13.2,1
2016-03-19,win,3.2.0,1
2016-03-19,src,2.15.3,1
2016-03-19,src,2.11.1,1
2016-03-19,win,2.5.0,3
2016-03-19,osx,3.2.4,156
2016-03-19,win,3.2.4,11
2016-03-19,osx,latest,27
2016-03-19,src,3.1.0,49
2016-03-19,win,3.0.0,2
2016-03-19,osx,3.2.3,1
2016-03-19,win,devel,3
2016-03-19,src,3.2.1,2
2016-03-19,src,3.1.1,1
2016-03-19,src,3.1.2,3
2016-03-19,osx,3.2.1,16
2016-03-19,src,3.2.4,82
2016-03-20,src,3.1.2,5
2016-03-20,win,3.2.4revised,810
2016-03-20,osx,3.2.3,2
2016-03-20,src,2.9.2,1
2016-03-20,win,3.2.3,2
2016-03-20,src,3.2.3,9
2016-03-20,win,2.8.0,4
2016-03-20,win,2.15.3,4
2016-03-20,src,2.6.0,1
2016-03-20,win,3.2.1,1
2016-03-20,src,3.2.4,222
2016-03-20,win,2.5.0,4
2016-03-20,osx,latest,43
2016-03-20,win,3.1.3,2
2016-03-20,osx,3.2.4,177
2016-03-20,win,3.2.4patched,11
2016-03-20,win,3.2.4,8
2016-03-20,osx,3.2.1,9
2016-03-20,src,2.1.1,1
2016-03-20,src,3.1.1,2
2016-03-20,osx,3.0.0,1
2016-03-20,src,3.1.0,48
2016-03-20,win,3.2.2,1
2016-03-20,src,latest,1
2016-03-20,osx,3.1.3,1
2016-03-20,src,3.2.2,4
2016-03-20,win,2.4.1,3
2016-03-20,win,devel,4
2016-03-20,osx,3.1.2,1
2016-03-20,win,3.1.1,2
2016-03-21,win,3.2.4revised,1515
2016-03-21,src,3.2.4,240
2016-03-21,src,3.1.2,1
2016-03-21,src,3.0.3,3
2016-03-21,osx,3.2.4,272
2016-03-21,src,3.1.0,48
2016-03-21,osx,3.2.1,22
2016-03-21,win,3.2.2,1
2016-03-21,src,3.2.1,1
2016-03-21,osx,2.12.2,1
2016-03-21,src,3.2.3,18
2016-03-21,win,3.0.0,1
2016-03-21,src,3.0.2,1
2016-03-21,osx,latest,28
2016-03-21,src,3.2.0,3
2016-03-21,src,latest,1
2016-03-21,osx,3.0.0,1
2016-03-21,win,3.0.1,1
2016-03-21,osx,3.0.2,1
2016-03-21,win,3.2.4,12
2016-03-21,src,3.1.1,8
2016-03-21,win,3.2.0,1
2016-03-21,win,3.1.0,1
2016-03-21,win,devel,3
2016-03-21,src,2.15.3,1
2016-03-21,win,2.15.3,4
2016-03-21,win,3.1.1,2
2016-03-21,src,3.1.3,1
2016-03-21,win,3.2.3,12
2016-03-21,osx,2.15.3,1
2016-03-21,osx,2.15.1,1
2016-03-21,osx,2.13.2,1
2016-03-21,win,3.2.4patched,8
2016-03-22,win,release.exe,2
2016-03-22,osx,2.15.3,1
2016-03-22,src,3.0.2,2
2016-03-22,osx,3.1.2,1
2016-03-22,osx,3.0.2,1
2016-03-22,src,3.2.3,19
2016-03-22,osx,2.11.1,5
2016-03-22,win,3.2.4revised,1470
2016-03-22,src,3.1.0,48
2016-03-22,win,3.1.1,1
2016-03-22,win,3.2.4patched,9
2016-03-22,osx,3.0.0,6
2016-03-22,win,3.2.3,9
2016-03-22,src,2.15.2,2
2016-03-22,win,3.2.4,4
2016-03-22,osx,3.2.3,5
2016-03-22,src,2.6.0,1
2016-03-22,src,3.2.2,2
2016-03-22,win,devel,2
2016-03-22,win,2.11.1,2
2016-03-22,osx,3.2.4,292
2016-03-22,osx,3.2.2,1
2016-03-22,osx,latest,37
2016-03-22,win,3.2.0,1
2016-03-22,src,3.1.1,3
2016-03-22,src,2.15.3,1
2016-03-22,src,3.2.4,172
2016-03-22,src,3.0.3,4
2016-03-22,src,3.1.2,2
2016-03-22,src,3.2.0,4
2016-03-22,osx,3.2.1,20
2016-03-22,src,3.2.1,6
2016-03-23,win,3.2.4revised,1442
2016-03-23,osx,3.2.4,238
2016-03-23,src,3.2.3,21
2016-03-23,src,3.1.0,48
2016-03-23,win,3.2.3,13
2016-03-23,osx,2.12.2,1
2016-03-23,osx,3.1.3,1
2016-03-23,src,3.2.2,1
2016-03-23,osx,3.0.0,1
2016-03-23,osx,latest,64
2016-03-23,win,3.1.1,1
2016-03-23,src,3.2.4,117
2016-03-23,src,3.2.1,3
2016-03-23,win,3.2.4patched,7
2016-03-23,osx,3.2.3,2
2016-03-23,win,3.2.4,5
2016-03-23,src,3.1.2,2
2016-03-23,osx,3.2.1,16
2016-03-23,win,3.2.2,3
2016-03-23,src,2.15.0,1
2016-03-23,win,devel,1
2016-03-24,osx,latest,31
2016-03-24,osx,3.0.0,2
2016-03-24,osx,3.1.2,2
2016-03-24,osx,3.1.1,2
2016-03-24,win,3.2.4,17
2016-03-24,src,2.15.0,2
2016-03-24,win,2.3.0,1
2016-03-24,osx,2.11.1,1
2016-03-24,osx,2.15.2,1
2016-03-24,src,3.2.3,10
2016-03-24,osx,3.0.1,2
2016-03-24,src,3.2.4,101
2016-03-24,osx,3.0.3,2
2016-03-24,src,3.0.3,1
2016-03-24,osx,3.2.1,19
2016-03-24,win,3.1.2,2
2016-03-24,osx,2.10.1,1
2016-03-24,win,3.2.4revised,1251
2016-03-24,src,2.9.0,1
2016-03-24,osx,2.12.1,3
2016-03-24,osx,3.0.2,2
2016-03-24,win,3.2.2,1
2016-03-24,osx,2.15.0,1
2016-03-24,win,3.2.4patched,7
2016-03-24,osx,2.14.2,2
2016-03-24,osx,3.1.3,7
2016-03-24,src,3.2.1,3
2016-03-24,osx,2.15.1,3
2016-03-24,osx,2.13.1,1
2016-03-24,win,3.2.3,12
2016-03-24,osx,2.14.0,1
2016-03-24,osx,2.13.0,1
2016-03-24,src,3.1.1,5
2016-03-24,osx,3.2.2,2
2016-03-24,win,3.1.1,1
2016-03-24,win,2.7.2,1
2016-03-24,osx,2.15.3,2
2016-03-24,win,devel,2
2016-03-24,win,2.15.3,1
2016-03-24,osx,2.14.1,1
2016-03-24,osx,2.11.0,2
2016-03-24,osx,3.2.0,1
2016-03-24,osx,2.12.0,1
2016-03-24,osx,3.2.4,243
2016-03-24,osx,2.12.2,1
2016-03-24,osx,3.1.0,3
2016-03-24,src,2.15.3,3
2016-03-24,src,3.2.0,3
2016-03-24,osx,2.10.0,1
2016-03-24,osx,3.2.3,2
2016-03-24,src,3.0.2,1
2016-03-24,src,3.1.2,3
2016-03-24,osx,2.13.2,1
2016-03-24,src,3.1.0,48
2016-03-25,osx,3.1.1,2
2016-03-25,src,3.2.0,3
2016-03-25,src,3.2.3,17
2016-03-25,src,3.2.1,1
2016-03-25,src,3.0.1,1
2016-03-25,src,2.5.0,1
2016-03-25,win,2.14.1,2
2016-03-25,osx,2.15.1,1
2016-03-25,src,3.2.2,4
2016-03-25,win,3.2.4,2
2016-03-25,src,3.1.1,3
2016-03-25,osx,2.11.0,1
2016-03-25,src,3.2.4,76
2016-03-25,src,2.2.1,1
2016-03-25,win,3.1.0,5
2016-03-25,win,3.2.3,10
2016-03-25,win,3.2.4revised,996
2016-03-25,osx,3.2.1,14
2016-03-25,osx,3.2.4,186
2016-03-25,osx,latest,23
2016-03-25,win,devel,9
2016-03-25,src,3.1.2,2
2016-03-25,osx,2.14.2,1
2016-03-25,src,3.1.0,49
2016-03-26,src,3.1.0,2
2016-03-26,osx,3.2.4,129
2016-03-26,win,release.exe,1
2016-03-26,src,3.2.1,2
2016-03-26,osx,2.14.1,1
2016-03-26,osx,2.14.0,1
2016-03-26,osx,latest,15
2016-03-26,src,3.2.3,5
2016-03-26,win,3.2.3,5
2016-03-26,osx,2.14.2,1
2016-03-26,src,3.1.2,1
2016-03-26,win,3.2.2,1
2016-03-26,src,3.1.1,3
2016-03-26,win,3.2.4,1
2016-03-26,osx,3.2.1,6
2016-03-26,src,3.2.4,156
2016-03-26,win,3.2.4revised,647
2016-03-26,win,devel,2
2016-03-27,src,3.1.2,7
2016-03-27,src,2.11.1,1
2016-03-27,osx,2.10.1,1
2016-03-27,win,devel,10
2016-03-27,src,3.1.3,2
2016-03-27,src,3.2.3,4
2016-03-27,win,3.2.2,2
2016-03-27,osx,3.2.2,1
2016-03-27,win,3.2.4revised,681
2016-03-27,src,3.2.4,143
2016-03-27,osx,2.10.0,1
2016-03-27,win,3.2.4,33
2016-03-27,win,3.1.0,1
2016-03-27,src,3.2.2,3
2016-03-27,osx,latest,23
2016-03-27,src,3.0.1,1
2016-03-27,osx,3.2.4,123
2016-03-27,osx,3.2.1,11
2016-03-27,win,3.2.3,6
2016-03-27,src,3.0.3,1
2016-03-28,osx,3.2.2,1
2016-03-28,osx,2.15.0,1
2016-03-28,src,3.0.3,4
2016-03-28,osx,2.13.1,1
2016-03-28,osx,3.0.2,1
2016-03-28,osx,3.2.3,1
2016-03-28,osx,2.10.1,1
2016-03-28,osx,3.2.4,228
2016-03-28,osx,3.0.0,1
2016-03-28,win,3.0.3,2
2016-03-28,win,3.2.4revised,1313
2016-03-28,osx,2.11.1,1
2016-03-28,osx,2.11.0,2
2016-03-28,src,3.2.2,4
2016-03-28,osx,2.12.2,1
2016-03-28,osx,2.15.3,1
2016-03-28,osx,3.1.3,3
2016-03-28,osx,3.0.3,2
2016-03-28,src,3.2.4,236
2016-03-28,src,2.15.3,1
2016-03-28,osx,3.1.0,2
2016-03-28,win,devel,1
2016-03-28,win,3.2.3,2
2016-03-28,osx,3.0.1,1
2016-03-28,osx,2.14.2,1
2016-03-28,osx,2.10.0,2
2016-03-28,src,3.1.1,5
2016-03-28,src,2.4.1,1
2016-03-28,osx,3.2.0,1
2016-03-28,osx,3.1.1,3
2016-03-28,win,3.3.0alpha,4
2016-03-28,win,3.1.0,2
2016-03-28,osx,3.1.2,2
2016-03-28,osx,2.12.1,1
2016-03-28,win,3.2.4,17
2016-03-28,osx,2.13.0,1
2016-03-28,src,3.2.3,16
2016-03-28,osx,2.15.2,1
2016-03-28,osx,2.14.1,1
2016-03-28,osx,2.12.0,1
2016-03-28,src,3.2.0,1
2016-03-28,osx,2.13.2,1
2016-03-28,osx,2.15.1,2
2016-03-28,src,3.2.1,2
2016-03-28,win,2.15.3,2
2016-03-28,src,2.15.0,1
2016-03-28,osx,latest,33
2016-03-28,osx,2.14.0,1
2016-03-28,osx,3.2.1,21
2016-03-28,src,3.0.2,1
2016-03-29,win,3.1.3,1
2016-03-29,src,3.2.4,143
2016-03-29,src,3.2.2,3
2016-03-29,src,3.1.2,8
2016-03-29,osx,3.1.0,2
2016-03-29,osx,3.2.3,1
2016-03-29,win,devel,6
2016-03-29,osx,3.2.2,1
2016-03-29,src,3.2.3,11
2016-03-29,win,3.2.4revised,1482
2016-03-29,win,3.0.3,2
2016-03-29,src,2.15.0,2
2016-03-29,win,3.2.4patched,1
2016-03-29,src,3.1.0,1
2016-03-29,osx,latest,76
2016-03-29,src,3.0.3,3
2016-03-29,win,release.exe,1
2016-03-29,win,3.2.2,1
2016-03-29,src,3.2.0,3
2016-03-29,win,3.3.0alpha,4
2016-03-29,win,3.2.4,12
2016-03-29,src,2.15.3,2
2016-03-29,osx,2.15.1,1
2016-03-29,src,3.2.1,1
2016-03-29,win,2.14.2,1
2016-03-29,win,3.2.3,5
2016-03-29,osx,3.1.1,1
2016-03-29,osx,3.2.4,293
2016-03-29,osx,3.2.1,25
2016-03-29,src,3.0.2,1
2016-03-30,win,3.2.4revised,1679
2016-03-30,win,devel,3
2016-03-30,src,3.2.3,13
2016-03-30,win,2.15.3,1
2016-03-30,src,3.2.4,125
2016-03-30,src,3.1.1,5
2016-03-30,NA,3.1.2,1
2016-03-30,osx,2.13.1,1
2016-03-30,osx,3.1.0,1
2016-03-30,osx,3.2.3,1
2016-03-30,src,3.1.2,13
2016-03-30,src,2.14.1,1
2016-03-30,osx,3.2.1,20
2016-03-30,win,3.2.3,5
2016-03-30,osx,2.12.0,1
2016-03-30,src,2.11.0,1
2016-03-30,win,2.14.1,1
2016-03-30,src,2.15.3,1
2016-03-30,osx,latest,123
2016-03-30,src,2.4.1,1
2016-03-30,osx,3.2.4,392
2016-03-30,win,3.2.4,19
2016-03-30,osx,3.2.2,1
2016-03-30,src,latest,1
2016-03-30,src,3.2.0,3
2016-03-30,src,3.2.2,3
2016-03-30,src,2.15.0,1
2016-03-30,win,3.3.0alpha,4
2016-03-31,src,3.2.0,2
2016-03-31,src,3.2.2,8
2016-03-31,src,3.0.3,1
2016-03-31,osx,2.13.0,1
2016-03-31,win,devel,1
2016-03-31,win,3.2.4patched,1
2016-03-31,win,3.2.3,10
2016-03-31,osx,3.0.3,1
2016-03-31,osx,2.15.0,2
2016-03-31,win,release.exe,1
2016-03-31,src,3.2.1,1
2016-03-31,osx,3.2.1,27
2016-03-31,win,3.2.4revised,1453
2016-03-31,src,3.2.4,122
2016-03-31,src,2.15.0,1
2016-03-31,src,3.1.2,2
2016-03-31,src,2.0.0,1
2016-03-31,src,2.15.3,1
2016-03-31,win,2.13.0,1
2016-03-31,win,3.3.0alpha,1
2016-03-31,src,2.14.1,1
2016-03-31,src,3.2.3,4
2016-03-31,osx,3.0.2,1
2016-03-31,win,3.1.0,4
2016-03-31,win,3.2.4,15
2016-03-31,src,2.6.1,1
2016-03-31,osx,3.2.4,308
2016-03-31,win,3.3.0beta,7
2016-03-31,win,3.2.0,3
2016-03-31,osx,latest,40
2016-04-01,osx,3.2.4,254
2016-04-01,osx,3.1.3,6
2016-04-01,src,3.2.1,6
2016-04-01,src,2.9.1,1
2016-04-01,src,2.15.0,1
2016-04-01,osx,3.0.1,2
2016-04-01,src,3.0.0,2
2016-04-01,osx,3.2.1,24
2016-04-01,osx,2.15.1,5
2016-04-01,osx,3.0.0,2
2016-04-01,osx,2.15.2,5
2016-04-01,osx,3.2.3,3
2016-04-01,osx,2.10.1,2
2016-04-01,src,3.1.2,13
2016-04-01,osx,2.15.0,3
2016-04-01,osx,3.0.2,1
2016-04-01,src,3.2.3,3
2016-04-01,osx,3.1.1,2
2016-04-01,osx,3.2.2,2
2016-04-01,src,2.1.1,1
2016-04-01,osx,2.12.1,1
2016-04-01,osx,3.1.2,2
2016-04-01,win,3.3.0beta,5
2016-04-01,src,3.2.4,86
2016-04-01,src,3.2.2,16
2016-04-01,src,2.15.1,1
2016-04-01,osx,2.14.0,2
2016-04-01,src,3.1.1,2
2016-04-01,osx,2.14.1,1
2016-04-01,osx,3.2.0,3
2016-04-01,osx,3.0.3,1
2016-04-01,src,3.0.3,2
2016-04-01,win,3.2.4,8
2016-04-01,win,devel,2
2016-04-01,osx,2.10.0,2
2016-04-01,osx,2.13.2,4
2016-04-01,osx,2.11.1,2
2016-04-01,osx,2.15.3,4
2016-04-01,osx,2.14.2,4
2016-04-01,osx,3.1.0,3
2016-04-01,osx,2.12.0,2
2016-04-01,osx,latest,29
2016-04-01,win,3.1.1,1
2016-04-01,win,3.1.0,1
2016-04-01,win,3.2.4revised,1290
2016-04-01,src,2.15.3,2
2016-04-01,osx,2.11.0,3
2016-04-01,src,2.13.1,1
2016-04-01,osx,2.13.0,3
2016-04-01,win,3.2.3,1
2016-04-01,osx,2.13.1,2
2016-04-01,osx,2.12.2,2
2016-04-02,src,3.2.4,66
2016-04-02,osx,3.2.3,1
2016-04-02,osx,3.2.4,156
2016-04-02,win,release.exe,1
2016-04-02,src,3.2.0,2
2016-04-02,src,latest,1
2016-04-02,src,3.0.3,1
