day,os,version,downloads
2015-06-09,src,2.13.2,1
2015-06-09,win,3.0.2,55
2015-06-09,win,3.1.3,492
2015-06-09,win,2.6.2,1
2015-06-09,win,2.13.2,1
2015-06-09,win,3.2.1beta,5
2015-06-09,win,2.15.0,1
2015-06-09,src,3.0.3,1
2015-06-09,win,2.13.0,1
2015-06-09,win,2.4.1,1
2015-06-09,win,2.11.1,2
2015-06-09,win,2.12.0,1
2015-06-09,win,2.9.0,2
2015-06-09,win,2.2.1pat,1
2015-06-09,win,2.5.0,1
2015-06-09,win,2.5.1,1
2015-06-09,win,3.0.1,2
2015-06-09,win,2.9.2,1
2015-06-09,win,3.0.0,2
2015-06-09,osx,3.2.0,227
2015-06-09,src,3.1.3,2
2015-06-09,win,3.2.0patched,2
2015-06-09,src,2.15.1,3
2015-06-09,win,2.15.1,2
2015-06-09,win,2.7.2,1
2015-06-09,src,latest,1
2015-06-09,osx,2.10.1,1
2015-06-09,win,3.0.3,3
2015-06-09,src,2.15.3,3
2015-06-09,win,3.1.2,3
2015-06-09,win,2.3.1,1
2015-06-09,win,2.6.1,1
2015-06-09,src,2.11.0,5
2015-06-09,src,3.2.0,75
2015-06-09,win,2.14.0,2
2015-06-09,win,2.6.0,1
2015-06-09,win,2.10.0,1
2015-06-09,win,2.8.1,1
2015-06-09,src,3.1.1,9
2015-06-09,src,3.1.0,69
2015-06-09,osx,latest,3
2015-06-09,win,2.2.1,1
2015-06-09,win,2.4.0,1
2015-06-09,osx,3.1.1,1
2015-06-09,osx,3.0.3,1
2015-06-09,src,2.12.1,1
2015-06-09,win,devel,3
2015-06-09,osx,2.14.2,2
2015-06-09,win,2.7.1,1
2015-06-09,win,2.9.1,1
2015-06-09,win,2.12.1,1
2015-06-09,win,3.2.0,1859
2015-06-09,win,2.13.1,1
2015-06-09,osx,3.1.3,35
2015-06-09,win,2.15.3,2
2015-06-09,win,2.10.1,1
2015-06-09,win,3.1.0,3
2015-06-09,win,2.14.1,53
2015-06-09,win,2.14.2,1
2015-06-09,win,2.7.0,1
2015-06-09,win,2.11.0,2
2015-06-09,win,2.8.0,1
2015-06-09,NA,3.1.2,1
2015-06-09,src,3.1.2,117
2015-06-09,win,2.15.2,4
2015-06-10,win,2.14.1,55
2015-06-10,osx,2.11.0,1
2015-06-10,win,3.1.0,1
2015-06-10,NA,3.1.2,3
2015-06-10,src,2.15.3,1
2015-06-10,win,3.1.3,206
2015-06-10,src,3.1.0,68
2015-06-10,win,devel,1
2015-06-10,win,2.15.2,1
2015-06-10,osx,2.10.1,1
2015-06-10,win,3.1.2,1
2015-06-10,osx,latest,8
2015-06-10,src,3.1.2,105
2015-06-10,src,3.1.1,5
2015-06-10,win,3.0.2,47
2015-06-10,src,latest,2
2015-06-10,src,3.0.2,59
2015-06-10,src,2.0.0,1
2015-06-10,win,3.2.1beta,8
2015-06-10,src,3.0.3,4
2015-06-10,osx,3.1.0,1
2015-06-10,osx,3.2.0,240
2015-06-10,win,3.2.0,1726
2015-06-10,win,3.1.1,62
2015-06-10,osx,2.15.2,1
2015-06-10,win,2.15.3,1
2015-06-10,src,2.11.0,4
2015-06-10,osx,3.1.3,37
2015-06-10,osx,2.15.3,1
2015-06-10,src,3.2.0,95
2015-06-10,src,3.1.3,3
2015-06-10,src,2.1.0,1
2015-06-10,src,2.14.0,1
2015-06-10,osx,3.0.0,1
2015-06-11,osx,3.2.0,242
2015-06-11,osx,3.0.2,1
2015-06-11,src,3.1.3,3
2015-06-11,src,3.0.0,1
2015-06-11,osx,3.1.1,2
2015-06-11,src,2.15.3,1
2015-06-11,src,2.15.2,1
2015-06-11,win,2.15.3,3
2015-06-11,src,3.2.0,61
2015-06-11,osx,3.1.3,35
2015-06-11,osx,2.14.2,1
2015-06-11,osx,2.12.2,1
2015-06-11,src,2.15.0,1
2015-06-11,win,2.14.1,51
2015-06-11,src,3.1.0,70
2015-06-11,osx,2.11.0,2
2015-06-11,osx,2.13.2,1
2015-06-11,win,release.exe,1
2015-06-11,osx,2.12.0,1
2015-06-11,src,2.13.0,1
2015-06-11,win,3.1.3,285
2015-06-11,osx,2.13.0,1
2015-06-11,src,3.1.1,6
2015-06-11,NA,3.1.2,2
2015-06-11,win,3.0.2,52
2015-06-11,osx,2.15.3,1
2015-06-11,osx,2.14.0,1
2015-06-11,osx,2.14.1,1
2015-06-11,osx,latest,4
2015-06-11,osx,2.13.1,1
2015-06-11,src,3.0.2,54
2015-06-11,win,2.8.1,2
2015-06-11,win,3.2.0,1718
2015-06-11,osx,2.12.1,1
2015-06-11,osx,3.1.2,4
2015-06-11,src,latest,1
2015-06-11,win,3.0.0,2
2015-06-11,osx,2.15.2,1
2015-06-11,osx,3.0.1,1
2015-06-11,win,3.1.1,62
2015-06-11,osx,3.1.0,2
2015-06-11,src,3.1.2,108
2015-06-11,osx,2.10.1,1
2015-06-11,osx,2.15.0,1
2015-06-11,osx,2.15.1,2
2015-06-11,win,2.15.1,1
2015-06-11,osx,3.0.3,1
2015-06-11,osx,2.11.1,1
2015-06-11,osx,2.10.0,1
2015-06-11,win,3.2.1beta,9
2015-06-11,osx,3.0.0,1
2015-06-11,win,3.1.2,1
2015-06-11,win,3.2.1rc,6
2015-06-12,src,3.0.0,2
2015-06-12,win,3.1.2,1
2015-06-12,osx,3.1.3,27
2015-06-12,win,2.15.3,5
2015-06-12,src,3.0.1,7
2015-06-12,src,3.0.3,3
2015-06-12,win,2.15.2,4
2015-06-12,win,3.2.0,1432
2015-06-12,src,3.0.2,57
2015-06-12,win,3.0.3,2
2015-06-12,win,devel,1
2015-06-12,osx,3.0.0,1
2015-06-12,win,3.0.2,49
2015-06-12,src,latest,2
2015-06-12,win,2.11.0,2
2015-06-12,src,2.15.0,1
2015-06-12,src,3.1.0,72
2015-06-12,osx,2.15.1,1
2015-06-12,win,2.14.1,56
2015-06-12,win,3.2.1rc,15
2015-06-12,src,3.2.0,75
2015-06-12,osx,2.15.3,1
2015-06-12,src,2.10.0,1
2015-06-12,osx,3.2.0,210
2015-06-12,NA,3.1.2,2
2015-06-12,win,2.9.0,2
2015-06-12,src,3.1.1,8
2015-06-12,src,3.1.3,4
2015-06-12,win,3.1.1,60
2015-06-12,osx,3.1.1,1
2015-06-12,win,3.1.0,1
2015-06-12,osx,latest,10
2015-06-12,win,3.1.3,282
2015-06-12,src,3.1.2,115
2015-06-12,win,2.12.0,1
2015-06-12,osx,2.15.2,1
2015-06-13,src,2.15.1,2
2015-06-13,win,3.2.0,1018
2015-06-13,src,3.1.1,2
2015-06-13,osx,2.12.0,1
2015-06-13,win,2.15.3,1
2015-06-13,src,3.2.0,42
2015-06-13,osx,3.1.3,22
2015-06-13,osx,3.1.1,1
2015-06-13,src,3.1.3,3
2015-06-13,osx,3.1.2,2
2015-06-13,osx,latest,4
2015-06-13,win,3.1.3,192
2015-06-13,src,2.13.0,1
2015-06-13,win,3.1.2,1
2015-06-13,src,3.1.2,108
2015-06-13,osx,3.0.0,1
2015-06-13,win,3.0.0,1
2015-06-13,src,latest,2
2015-06-13,src,3.0.2,56
2015-06-13,win,3.1.1,56
2015-06-13,src,2.15.3,1
2015-06-13,osx,3.2.0,137
2015-06-13,win,2.14.1,56
2015-06-13,win,2.12.0,1
2015-06-13,src,3.0.0,1
2015-06-13,src,3.1.0,64
2015-06-13,src,2.15.0,1
2015-06-13,osx,3.0.3,1
2015-06-13,win,3.0.2,47
2015-06-13,win,3.2.1rc,5
2015-06-14,src,3.1.0,64
2015-06-14,osx,2.14.0,1
2015-06-14,osx,2.13.2,1
2015-06-14,win,3.1.3,152
2015-06-14,win,3.2.1rc,12
2015-06-14,src,3.1.2,88
2015-06-14,src,2.14.1,1
2015-06-14,osx,3.1.3,9
2015-06-14,osx,3.1.2,2
2015-06-14,osx,2.15.1,2
2015-06-14,osx,3.1.1,2
2015-06-14,win,3.1.1,55
2015-06-14,win,2.14.1,52
2015-06-14,osx,latest,2
2015-06-14,win,3.2.0,1104
2015-06-14,src,3.2.0,52
2015-06-14,win,devel,2
2015-06-14,src,3.0.1,2
2015-06-14,src,3.0.2,56
2015-06-14,win,3.0.2,48
2015-06-14,src,2.15.3,1
2015-06-14,win,2.15.3,1
2015-06-14,osx,2.14.2,1
2015-06-14,osx,3.2.0,150
2015-06-14,src,2.9.0,1
2015-06-14,src,2.11.1,1
2015-06-14,win,3.0.3,1
2015-06-15,osx,2.12.2,1
2015-06-15,src,2.15.3,1
2015-06-15,src,3.0.3,1
2015-06-15,win,3.0.2,49
2015-06-15,osx,3.1.0,1
2015-06-15,osx,latest,11
2015-06-15,src,2.8.1,1
2015-06-15,win,2.13.2,1
2015-06-15,src,3.1.3,6
2015-06-15,src,2.14.2,4
2015-06-15,osx,3.1.3,29
2015-06-15,src,3.2.0,126
2015-06-15,src,3.0.2,57
2015-06-15,win,3.1.1,60
2015-06-15,win,2.15.1,1
2015-06-15,win,2.14.1,53
2015-06-15,src,latest,4
2015-06-15,osx,2.13.0,2
2015-06-15,osx,2.14.0,1
2015-06-15,osx,2.15.3,1
2015-06-15,osx,3.0.0,1
2015-06-15,win,3.2.0,1910
2015-06-15,win,2.14.0,1
2015-06-15,win,2.15.0,1
2015-06-15,osx,3.2.0,254
2015-06-15,win,3.1.2,1
2015-06-15,NA,3.1.2,5
2015-06-15,win,3.1.3,273
2015-06-15,osx,3.0.2,1
2015-06-15,win,3.1.0,1
2015-06-15,osx,2.15.2,1
2015-06-15,win,3.0.3,1
2015-06-15,osx,3.0.3,1
2015-06-15,src,3.1.2,113
2015-06-15,osx,3.1.1,1
2015-06-15,win,2.13.1,1
2015-06-15,osx,2.12.0,1
2015-06-15,win,3.2.1rc,5
2015-06-15,src,3.1.0,65
2015-06-15,src,3.0.1,2
2015-06-15,src,3.1.1,9
2015-06-16,osx,latest,4
2015-06-16,win,3.1.3,181
2015-06-16,src,2.15.0,2
2015-06-16,osx,3.1.3,48
2015-06-16,win,3.1.1,57
2015-06-16,src,2.0.0,1
2015-06-16,src,3.2.0,122
2015-06-16,win,2.15.3,2
2015-06-16,win,2.11.1,1
2015-06-16,src,3.0.2,55
2015-06-16,osx,3.0.1,1
2015-06-16,win,3.1.2,2
2015-06-16,src,3.1.3,4
2015-06-16,src,3.1.2,122
2015-06-16,win,devel,1
2015-06-16,win,3.1.0,3
2015-06-16,src,3.0.1,1
2015-06-16,osx,3.2.0,206
2015-06-16,src,2.15.3,3
2015-06-16,osx,2.15.1,1
2015-06-16,osx,2.11.1,1
2015-06-16,src,3.1.1,1
2015-06-16,win,3.0.1,5
2015-06-16,win,2.14.1,52
2015-06-16,src,2.6.1,1
2015-06-16,win,3.2.1rc,8
2015-06-16,NA,3.1.2,2
2015-06-16,osx,3.0.0,1
2015-06-16,src,2.9.0,1
2015-06-16,src,latest,1
2015-06-16,osx,2.15.0,1
2015-06-16,osx,2.13.1,1
2015-06-16,win,3.0.3,4
2015-06-16,win,3.2.0,1942
2015-06-16,win,3.0.2,49
2015-06-16,src,3.1.0,43
2015-06-16,osx,2.13.2,2
2015-06-17,NA,3.1.2,2
2015-06-17,win,devel,2
2015-06-17,win,3.1.3,264
2015-06-17,win,2.14.0,1
2015-06-17,win,3.1.2,3
2015-06-17,osx,3.2.0,202
2015-06-17,win,2.15.2,1
2015-06-17,win,2.13.2,2
2015-06-17,win,2.14.1,53
2015-06-17,src,2.12.2,1
2015-06-17,osx,2.13.2,1
2015-06-17,win,3.0.3,1
2015-06-17,src,3.2.0,99
2015-06-17,win,2.10.1,2
2015-06-17,win,2.5.1,1
2015-06-17,src,2.8.0,2
2015-06-17,win,2.7.1,1
2015-06-17,win,3.0.1,1
2015-06-17,win,2.11.1,2
2015-06-17,win,2.12.2,1
2015-06-17,src,3.0.3,1
2015-06-17,win,2.6.0,1
2015-06-17,win,2.13.0,1
2015-06-17,src,3.1.2,93
2015-06-17,win,2.6.1,1
2015-06-17,win,2.15.1,1
2015-06-17,win,2.9.1,1
2015-06-17,win,2.10.0,1
2015-06-17,win,2.9.2,1
2015-06-17,src,2.12.0,1
2015-06-17,win,2.4.0,1
2015-06-17,win,2.15.3,4
2015-06-17,win,3.1.0,1
2015-06-17,win,2.7.2,1
2015-06-17,src,3.1.1,5
2015-06-17,src,2.7.0,6
2015-06-17,osx,3.0.3,1
2015-06-17,win,2.14.2,1
2015-06-17,win,2.2.1pat,1
2015-06-17,osx,latest,1
2015-06-17,win,2.2.1,1
2015-06-17,win,2.5.0,1
2015-06-17,win,3.2.0patched,1
2015-06-17,win,3.0.0,3
2015-06-17,src,3.1.3,2
2015-06-17,win,2.13.1,1
2015-06-17,win,2.8.0,1
2015-06-17,win,2.2.0,1
2015-06-17,win,2.15.0,2
2015-06-17,win,2.8.1,1
2015-06-17,win,2.3.0,1
2015-06-17,src,3.1.0,2
2015-06-17,src,2.6.0,1
2015-06-17,osx,3.1.0,1
2015-06-17,win,2.4.1,1
2015-06-17,win,2.12.1,2
2015-06-17,src,3.0.2,51
2015-06-17,win,2.12.0,1
2015-06-17,win,2.3.1,1
2015-06-17,win,2.6.2,1
2015-06-17,win,2.7.0,1
2015-06-17,win,3.2.1rc,9
2015-06-17,win,2.9.0,1
2015-06-17,win,3.0.2,51
2015-06-17,osx,2.12.0,1
2015-06-17,src,3.0.0,1
2015-06-17,osx,3.1.3,43
2015-06-17,win,2.11.0,2
2015-06-17,win,3.1.1,57
2015-06-17,win,3.2.0,1861
2015-06-18,win,3.0.2,44
2015-06-18,src,latest,2
2015-06-18,win,2.12.1,1
2015-06-18,win,2.14.1,47
2015-06-18,osx,3.2.0,236
2015-06-18,win,3.1.1,53
2015-06-18,osx,2.12.1,3
2015-06-18,src,3.1.1,5
2015-06-18,osx,latest,12
2015-06-18,win,2.15.3,2
2015-06-18,win,3.1.3,340
2015-06-18,src,3.2.1,33
2015-06-18,src,2.12.0,1
2015-06-18,NA,3.1.2,2
2015-06-18,osx,3.1.3,30
2015-06-18,osx,3.1.2,2
2015-06-18,src,3.0.3,12
2015-06-18,src,3.0.2,48
2015-06-18,win,3.0.3,3
2015-06-18,src,2.15.3,6
2015-06-18,win,3.2.0,1819
2015-06-18,src,3.0.0,1
2015-06-18,osx,2.15.3,1
2015-06-18,src,3.1.2,51
2015-06-18,src,3.2.0,116
2015-06-18,src,3.0.1,1
2015-06-18,win,3.0.0,1
2015-06-18,src,3.1.3,1
2015-06-18,osx,2.14.2,1
2015-06-18,osx,2.11.0,1
2015-06-18,win,3.2.1rc,22
2015-06-18,src,3.1.0,12
2015-06-19,src,3.2.1,241
2015-06-19,osx,3.0.1,1
2015-06-19,win,3.2.0,603
2015-06-19,osx,3.0.0,1
2015-06-19,win,3.0.3,17
2015-06-19,src,3.0.1,1
2015-06-19,src,2.15.3,2
2015-06-19,osx,3.2.0,37
2015-06-19,win,3.0.2,48
2015-06-19,win,2.14.1,55
2015-06-19,src,3.2.0,26
2015-06-19,src,3.0.3,5
2015-06-19,osx,2.10.0,1
2015-06-19,osx,2.13.0,1
2015-06-19,win,3.2.1rc,5
2015-06-19,osx,3.1.2,1
2015-06-19,win,2.15.1,1
2015-06-19,osx,3.2.1,239
2015-06-19,src,3.1.2,106
2015-06-19,osx,latest,1
2015-06-19,win,3.1.2,4
2015-06-19,src,2.12.2,1
2015-06-19,win,3.2.1,1743
2015-06-19,src,3.1.1,8
2015-06-19,NA,3.1.2,2
2015-06-19,win,3.1.3,67
2015-06-19,src,3.0.2,55
2015-06-19,osx,2.14.1,1
2015-06-19,win,2.15.3,1
2015-06-19,src,3.1.3,1
2015-06-19,win,3.1.1,56
2015-06-19,src,3.1.0,67
2015-06-19,osx,3.1.3,12
2015-06-20,osx,2.13.1,1
2015-06-20,osx,2.12.2,1
2015-06-20,src,3.2.1,125
2015-06-20,win,3.0.2,49
2015-06-20,win,release.exe,2
2015-06-20,win,3.2.1patched,6
2015-06-20,win,3.1.2,1
2015-06-20,win,2.15.0,1
2015-06-20,src,3.2.0,13
2015-06-20,win,devel,3
2015-06-20,osx,latest,2
2015-06-20,osx,2.14.2,1
2015-06-20,src,3.0.2,53
2015-06-20,osx,2.15.2,1
2015-06-20,src,3.1.3,1
2015-06-20,osx,3.2.1,200
2015-06-20,win,2.10.1,1
2015-06-20,osx,3.1.1,3
2015-06-20,osx,2.14.0,1
2015-06-20,src,3.0.0,1
2015-06-20,osx,2.12.0,1
2015-06-20,win,3.0.0,1
2015-06-20,osx,2.12.1,3
2015-06-20,osx,2.11.1,1
2015-06-20,osx,2.15.0,1
2015-06-20,src,2.15.2,3
2015-06-20,src,3.1.2,88
2015-06-20,osx,2.15.1,2
2015-06-20,src,3.1.0,60
2015-06-20,osx,3.0.3,1
2015-06-20,osx,3.1.0,3
2015-06-20,win,3.2.1rc,1
2015-06-20,win,2.15.2,1
2015-06-20,osx,2.11.0,3
2015-06-20,osx,2.14.1,1
2015-06-20,win,3.2.1,1216
2015-06-20,win,3.2.0,417
2015-06-20,src,3.1.1,3
2015-06-20,osx,2.10.0,1
2015-06-20,osx,3.0.0,2
2015-06-20,win,3.1.1,57
2015-06-20,osx,2.13.0,1
2015-06-20,src,3.0.3,1
2015-06-20,osx,2.13.2,1
2015-06-20,osx,3.1.2,2
2015-06-20,osx,3.1.3,4
2015-06-20,osx,3.2.0,1
2015-06-20,win,3.1.3,3
2015-06-20,osx,3.0.2,1
2015-06-20,osx,3.0.1,1
2015-06-20,win,2.14.1,55
2015-06-20,osx,2.10.1,1
2015-06-20,osx,2.15.3,1
2015-06-21,src,3.2.0,15
2015-06-21,win,3.2.1,946
2015-06-21,osx,2.14.2,2
2015-06-21,src,3.0.2,57
2015-06-21,osx,2.11.0,1
2015-06-21,osx,2.12.0,1
2015-06-21,osx,latest,3
2015-06-21,osx,3.2.1,202
2015-06-21,src,3.1.0,62
2015-06-21,osx,2.13.1,1
2015-06-21,win,3.2.0,410
2015-06-21,src,3.1.3,1
2015-06-21,win,3.1.1,57
2015-06-21,src,2.15.3,2
2015-06-21,osx,2.13.2,1
2015-06-21,src,latest,2
2015-06-21,osx,2.10.0,1
2015-06-21,win,2.14.0,1
2015-06-21,src,3.1.1,5
2015-06-21,win,3.2.1patched,1
2015-06-21,osx,2.14.0,2
2015-06-21,osx,2.10.1,1
2015-06-21,win,3.1.2,2
2015-06-21,src,3.1.2,114
2015-06-21,win,3.1.3,2
2015-06-21,win,2.14.1,54
2015-06-21,src,3.2.1,100
2015-06-21,src,2.14.2,2
2015-06-21,osx,2.15.3,1
2015-06-21,osx,2.15.0,1
2015-06-21,win,3.0.2,50
2015-06-21,osx,3.1.3,1
2015-06-21,osx,3.0.3,2
2015-06-21,osx,2.12.2,3
2015-06-22,osx,3.2.1,282
2015-06-22,win,3.2.1patched,3
2015-06-22,osx,latest,1
2015-06-22,osx,3.2.0,2
2015-06-22,src,3.2.1,148
2015-06-22,src,3.2.0,19
2015-06-22,src,3.1.2,95
2015-06-22,src,3.1.0,65
2015-06-22,NA,3.1.2,4
2015-06-22,win,3.0.1,1
2015-06-22,src,2.15.3,4
2015-06-22,win,3.1.3,2
2015-06-22,src,3.0.3,1
2015-06-22,win,3.1.2,2
2015-06-22,win,3.0.2,49
2015-06-22,win,2.14.1,53
2015-06-22,win,2.15.3,1
2015-06-22,src,3.0.2,55
2015-06-22,src,2.15.2,1
2015-06-22,osx,2.14.0,1
2015-06-22,win,devel,1
2015-06-22,src,2.2.1,1
2015-06-22,src,3.1.3,2
2015-06-22,win,3.1.1,59
2015-06-22,win,3.2.1,2192
2015-06-22,src,3.1.1,4
2015-06-22,src,3.0.1,2
2015-06-22,src,latest,1
2015-06-22,osx,3.1.3,1
2015-06-22,win,3.2.0,458
2015-06-23,osx,3.1.3,2
2015-06-23,win,3.0.0,1
2015-06-23,src,3.1.0,72
2015-06-23,osx,3.2.0,1
2015-06-23,osx,2.13.2,1
2015-06-23,osx,2.13.1,1
2015-06-23,src,2.9.1,1
2015-06-23,osx,2.15.3,1
2015-06-23,src,3.2.1,158
2015-06-23,win,3.2.1patched,1
2015-06-23,win,3.1.0,1
2015-06-23,osx,2.15.2,1
2015-06-23,osx,2.14.1,1
2015-06-23,win,3.2.1,1840
2015-06-23,src,3.0.3,2
2015-06-23,osx,2.12.0,1
2015-06-23,osx,3.2.1,330
2015-06-23,osx,2.11.0,1
2015-06-23,src,3.0.2,49
2015-06-23,src,2.8.0,1
2015-06-23,src,3.0.1,1
2015-06-23,osx,2.14.0,2
2015-06-23,win,devel,2
2015-06-23,src,3.1.1,1
2015-06-23,src,3.2.0,15
2015-06-23,win,2.15.2,1
2015-06-23,win,3.0.3,3
2015-06-23,osx,2.11.1,1
2015-06-23,win,3.1.2,3
2015-06-23,osx,2.12.1,1
2015-06-23,win,3.2.0,333
2015-06-23,win,3.1.3,2
2015-06-23,osx,2.14.2,1
2015-06-23,osx,2.15.1,2
2015-06-23,src,3.1.2,106
2015-06-23,win,2.14.1,50
2015-06-23,osx,2.13.0,2
2015-06-23,osx,latest,1
2015-06-23,src,2.1.1,1
2015-06-23,NA,3.1.2,5
2015-06-23,osx,2.10.1,1
2015-06-23,win,2.4.0,1
2015-06-23,osx,2.12.2,2
2015-06-23,win,3.1.1,54
2015-06-23,win,3.0.2,51
2015-06-23,osx,2.10.0,1
2015-06-23,osx,2.15.0,1
2015-06-24,win,2.5.0,1
2015-06-24,win,2.10.0,1
2015-06-24,src,3.1.1,3
2015-06-24,src,3.1.3,1
2015-06-24,win,2.7.0,2
2015-06-24,win,2.11.1,2
2015-06-24,src,3.0.3,6
2015-06-24,win,2.15.3,2
2015-06-24,osx,3.2.1,284
2015-06-24,win,3.0.0,1
2015-06-24,win,2.2.0,1
2015-06-24,win,2.12.2,1
2015-06-24,win,2.11.0,2
2015-06-24,src,3.2.0,27
2015-06-24,win,2.7.1,1
2015-06-24,win,2.9.2,1
2015-06-24,win,2.12.0,1
2015-06-24,win,2.15.1,1
2015-06-24,src,3.1.0,69
2015-06-24,win,3.2.1patched,8
2015-06-24,win,2.13.1,1
2015-06-24,win,2.2.1pat,1
2015-06-24,win,2.14.2,1
2015-06-24,win,devel,2
2015-06-24,win,3.1.0,3
2015-06-24,osx,3.1.1,1
2015-06-24,win,2.12.1,1
2015-06-24,win,2.9.0,1
2015-06-24,win,2.2.1,1
2015-06-24,src,3.2.1,124
2015-06-24,win,2.13.0,1
2015-06-24,win,3.0.3,1
2015-06-24,win,2.15.2,1
2015-06-24,src,3.0.2,59
2015-06-24,win,2.6.1,1
2015-06-24,win,2.3.0,1
2015-06-24,win,2.8.0,1
2015-06-24,src,3.1.2,110
2015-06-24,win,2.9.1,1
2015-06-24,win,2.7.2,1
2015-06-24,src,2.15.3,2
2015-06-24,osx,3.1.3,3
2015-06-24,win,2.5.1,1
2015-06-24,win,3.1.1,55
2015-06-24,NA,3.1.2,2
2015-06-24,win,2.14.1,59
2015-06-24,win,2.13.2,1
2015-06-24,win,2.4.0,1
2015-06-24,win,3.2.0,366
2015-06-24,osx,2.15.3,1
2015-06-24,win,3.1.2,3
2015-06-24,win,2.6.2,1
2015-06-24,win,2.8.1,1
2015-06-24,win,3.1.3,1
2015-06-24,osx,3.2.0,3
2015-06-24,src,2.7.0,2
2015-06-24,win,3.0.1,1
2015-06-24,osx,latest,6
2015-06-24,osx,2.14.0,1
2015-06-24,win,3.0.2,50
2015-06-24,win,2.14.0,1
2015-06-24,win,2.15.0,1
2015-06-24,win,2.4.1,1
2015-06-24,src,latest,8
2015-06-24,win,2.10.1,1
2015-06-24,win,3.2.1,1694
2015-06-24,win,2.6.0,2
2015-06-24,win,2.3.1,1
2015-06-25,win,3.0.0,1
2015-06-25,NA,3.1.2,2
2015-06-25,win,3.0.2,48
2015-06-25,src,3.1.1,5
2015-06-25,win,3.1.2,1
2015-06-25,src,3.1.3,2
2015-06-25,win,3.1.1,63
2015-06-25,osx,latest,38
2015-06-25,src,2.15.2,1
2015-06-25,win,3.1.3,3
2015-06-25,win,2.12.1,1
2015-06-25,osx,3.2.1,283
2015-06-25,win,3.1.0,4
2015-06-25,src,3.1.2,105
2015-06-25,osx,3.1.3,4
2015-06-25,src,2.9.2,1
2015-06-25,win,3.2.1,1707
2015-06-25,src,3.2.0,24
2015-06-25,osx,3.0.3,1
2015-06-25,src,latest,7
2015-06-25,src,3.0.2,54
2015-06-25,src,3.0.1,2
2015-06-25,win,2.14.1,55
2015-06-25,src,3.1.0,63
2015-06-25,src,3.2.1,112
2015-06-25,win,3.2.0,365
2015-06-25,src,2.15.3,1
2015-06-25,win,3.2.1patched,1
2015-06-25,win,2.15.3,2
2015-06-26,NA,3.1.2,4
2015-06-26,src,3.1.2,107
2015-06-26,osx,3.2.0,1
2015-06-26,src,3.1.3,3
2015-06-26,win,2.14.1,59
2015-06-26,win,3.1.3,4
2015-06-26,osx,3.1.3,3
2015-06-26,osx,latest,19
2015-06-26,win,3.1.1,55
2015-06-26,win,3.2.1patched,2
2015-06-26,osx,3.2.1,242
2015-06-26,win,2.10.1,1
2015-06-26,osx,3.1.2,1
2015-06-26,src,3.1.0,69
2015-06-26,src,3.1.1,6
2015-06-26,src,3.2.0,78
2015-06-26,win,2.15.0,1
2015-06-26,src,3.0.2,54
2015-06-26,win,3.2.1,1458
2015-06-26,osx,3.0.3,1
2015-06-26,win,3.0.2,51
2015-06-26,win,3.2.0,423
2015-06-26,src,3.2.1,66
2015-06-27,osx,2.15.1,1
2015-06-27,src,3.2.1,63
2015-06-27,win,3.1.1,55
2015-06-27,win,3.0.2,49
2015-06-27,win,3.1.3,2
2015-06-27,src,3.2.0,75
2015-06-27,src,3.1.1,1
2015-06-27,win,3.1.2,2
2015-06-27,osx,3.1.0,2
2015-06-27,src,3.1.2,84
2015-06-27,win,2.14.1,51
2015-06-27,win,3.2.1,852
2015-06-27,osx,2.11.1,4
2015-06-27,win,3.2.0,367
2015-06-27,src,latest,1
2015-06-27,osx,3.2.1,142
2015-06-27,osx,2.14.2,1
2015-06-27,win,3.2.1patched,1
2015-06-27,src,3.0.2,54
2015-06-27,osx,3.1.2,1
2015-06-27,src,3.1.0,61
2015-06-27,src,2.15.3,1
2015-06-27,osx,3.1.3,1
2015-06-28,src,3.2.0,86
2015-06-28,src,latest,1
2015-06-28,NA,3.1.2,3
2015-06-28,win,3.0.2,45
2015-06-28,win,2.14.1,55
2015-06-28,osx,3.2.1,172
2015-06-28,src,3.2.1,57
2015-06-28,src,3.0.2,57
2015-06-28,osx,2.15.3,1
2015-06-28,win,3.1.1,57
2015-06-28,src,3.1.0,69
2015-06-28,win,3.2.1,838
2015-06-28,osx,latest,2
2015-06-28,osx,2.11.1,1
2015-06-28,src,3.1.2,90
2015-06-28,osx,3.1.2,1
2015-06-28,win,3.0.0,1
2015-06-28,src,3.1.1,5
2015-06-28,win,3.2.0,349
2015-06-28,osx,3.0.3,1
2015-06-28,osx,3.2.0,1
2015-06-28,osx,3.1.3,2
2015-06-29,src,3.1.3,3
2015-06-29,win,2.14.1,58
2015-06-29,win,2.15.3,4
2015-06-29,win,devel,1
2015-06-29,win,3.0.2,46
2015-06-29,src,2.11.0,1
2015-06-29,win,3.1.3,9
2015-06-29,win,2.12.1,1
2015-06-29,win,2.11.1,1
2015-06-29,win,3.2.1,1658
2015-06-29,osx,3.2.1,265
2015-06-29,src,3.2.0,98
2015-06-29,src,3.0.2,56
2015-06-29,src,3.1.0,63
2015-06-29,win,3.2.0,297
2015-06-29,src,3.0.0,2
2015-06-29,win,3.1.1,58
2015-06-29,win,3.2.1rc,2
2015-06-29,src,3.1.1,5
2015-06-29,osx,latest,16
2015-06-29,win,2.11.0,1
2015-06-29,src,3.1.2,89
2015-06-29,win,3.2.1patched,2
2015-06-29,src,3.0.1,1
2015-06-29,win,release.exe,1
